bedrooms,community,drive,latitude,longitude,lotDepth,lotFront,parkingSpaces,price,room1,room4,room6,rooms,rooms1square,rooms2square,rooms3square,rooms4square,rooms5square,rooms6square,daysOnMarket,buildingTypeId
4,93,8,43.9507174,-78.9502027,106.23,19.69,13,529900.0,13,18,2,6.0,15.5959,16.244799999999998,16.244799999999998,20.164,14.0322,9.0948,18,6
4,330,9,43.5341338,-79.60657890000002,116.1,42.96,15,999900.0,16,7,6,7.0,14.6289,12.4509,11.2554,12.758399999999998,16.4724,9.938399999999998,16,3
6,225,9,44.0422932,-79.4918532,108.08,46.62,18,989900.0,16,13,20,8.0,15.8175,9.331,16.4529,5.958400000000001,11.731599999999998,22.0424,14,3
4,148,4,43.8908675,-79.22671820000002,104.99,29.04,2,959900.0,16,7,1,8.0,14.861299999999998,18.49,14.005599999999998,11.6137,19.32,11.2728,7,3
6,334,8,43.8128995,-79.22886940000002,110.0,20.0,13,569000.0,16,18,2,7.0,22.95,8.58,8.28,12.740000000000002,10.4,11.375,44,6
5,234,1,43.9034181,-79.2505001,111.56,25.3,2,768888.0,16,18,2,7.0,10.6596,10.6596,11.9316,26.691,16.726200000000002,7.1370000000000005,25,3
5,213,9,43.6453092,-79.9059547,116.68,40.0,13,559900.0,11,13,1,6.0,1.7376,22.8169,5.611199999999998,14.3819,18.8717,12.1344,16,3
7,276,8,43.6081494,-79.6801389,104.43,24.82,15,1349990.0,16,7,8,9.0,26.763,26.763,19.3806,19.3806,19.9325,8.25,15,3
5,617,9,43.4541478,-79.7436897,110.48,50.46,10,1198000.0,13,16,20,9.0,9.9125,18.1048,17.352999999999998,15.1775,11.895,22.691999999999997,12,3
4,546,6,43.65762279999999,-79.33848640000002,132.0,17.0,1,699000.0,16,8,1,7.0,26.9184,26.9184,15.1965,6.5779999999999985,13.5828,9.2728,15,3
5,352,8,43.81529620000001,-79.2868009,110.0,45.0,10,915000.0,16,10,1,8.0,15.4524,12.2078,11.7486,17.7724,11.6242,10.0282,7,3
5,77,6,43.67645200000001,-79.724802,129.04,20.21,10,499900.0,16,18,2,6.0,15.08,7.800000000000002,11.55,17.479999999999997,9.239999999999998,7.75,19,6
5,480,8,43.7594903,-79.8258443,100.0,41.67,10,899900.0,16,7,8,9.0,24.9888,24.9888,10.8832,10.8832,20.202,8.6944,7,3
4,581,8,44.021056876985796,-79.7945809367593,111.53,29.53,10,599900.0,12,18,2,6.0,20.5368,9.302499999999998,8.357000000000001,15.6282,9.9188,9.179,2,3
4,303,8,43.8002834,-79.3085943,101.07,20.06,2,799000.0,16,18,2,7.0,18.36,8.318999999999999,10.5,19.25,9.88,9.88,17,3
5,30,8,43.71477270000001,-79.70985999999998,111.31,36.0,15,674900.0,16,7,1,7.0,17.496399999999998,10.4544,13.2496,13.2496,22.191999999999997,12.2275,7,3
5,188,8,43.7421457,-79.2439482,65.62,20.01,10,818800.0,16,7,20,10.0,21.46,10.71,15.6648,9.1164,6.760000000000002,19.4361,33,6
5,456,8,43.92133610000001,-78.92226059999999,126.95,34.45,15,709000.0,7,1,10,6.0,11.8256,11.9262,15.3912,8.5176,11.232,16.3737,11,3
5,207,8,43.6968929,-79.8326287,85.3,36.09,15,800000.0,10,7,10,10.0,16.808,15.06,19.6416,20.1996,27.9204,17.64,36,3
4,574,10,43.6749219,-79.28079100000002,106.77,15.58,10,1249900.0,13,1,20,6.0,20.072,19.2763,11.530399999999998,11.623,12.255999999999998,15.952800000000002,5,3
4,452,8,43.7239654,-79.5627366,127.0,45.0,17,739900.0,13,18,2,10.0,10.75,24.790000000000006,24.790000000000006,13.2,12.71,8.7,6,3
5,158,6,43.6819154,-79.3453411,80.0,17.5,1,949900.0,16,7,2,9.0,12.1924,13.5424,16.0262,8.4,16.099999999999998,10.22,18,3
6,546,8,43.6642883,-79.337884,107.0,31.0,13,925000.0,16,10,6,9.0,9.984000000000002,16.665,5.5815,16.892100000000006,13.078,16.8505,14,3
5,452,8,43.73469710000001,-79.57439709999998,116.0,40.0,13,859000.0,13,10,20,7.0,13.4464,31.416,10.626,11.9462,2.7115,15.0855,26,3
4,458,4,43.6450753,-79.4446693,120.0,19.0,2,949000.0,16,13,20,8.0,26.5708,11.6172,2.625,14.4293,11.6424,16.5858,8,3
5,118,8,43.5493592,-79.7079224,114.9,36.15,15,959000.0,16,10,1,7.0,16.296,11.9316,17.421599999999998,17.6,21.8,12.908400000000002,23,3
5,627,8,43.6785402,-79.4605992,112.0,25.0,18,599000.0,13,18,2,6.0,19.307000000000002,17.7723,15.842,16.02,13.9772,12.734800000000002,8,3
4,534,8,44.0794811,-80.208833,148.5,49.5,10,439900.0,13,10,1,7.0,20.680000000000003,13.5,15.12,15.12,15.2,10.89,6,3
7,220,9,43.4320419,-79.74767659999998,159.36,29.23,15,1085000.0,13,9,3,9.0,23.3492,16.0066,14.7722,10.0489,6.8340000000000005,11.6736,36,3
6,79,9,43.668836,-79.7499109,100.33,50.0,15,649900.0,16,8,20,8.0,17.811999999999994,9.179,17.085,8.8145,8.6265,12.672,9,3
4,308,8,43.56935352895911,-79.5711743831635,89.27,16.4,2,865000.0,9,10,1,8.0,12.7908,14.9688,25.6074,18.6456,16.7445,10.1911,47,6
4,150,8,43.9053516,-78.7968824,138.48,49.21,18,569900.0,16,18,2,6.0,19.1883,9.9852,12.734800000000002,11.4558,9.7792,10.833,24,3
5,131,8,43.50569760000001,-79.6476448,126.59,30.0,13,669900.0,16,18,2,10.0,15.146999999999998,9.57,13.4596,13.757199999999996,9.3956,8.256,12,3
4,615,8,43.7679697,-79.17566509999997,66.44,20.0,10,685000.0,16,18,2,7.0,23.668000000000003,10.15,14.7925,16.3152,9.1866,8.637599999999999,2,6
4,346,5,43.6211253,-79.714314,103.25,22.49,13,779900.0,16,13,1,4.0,23.6232,23.6232,10.24,10.9557,17.3844,18.227999999999998,20,3
4,272,8,43.7315768,-79.53256440000001,82.02,22.47,2,778888.0,16,18,2,8.0,14.884,12.521800000000002,18.07,19.3409,11.4195,8.135499999999999,5,3
4,527,8,43.7765874,-79.7432898,105.64,20.0,13,589900.0,16,7,1,7.0,17.919999999999995,17.919999999999995,13.398,13.398,20.185,9.982999999999999,31,6
4,527,8,43.7488864,-79.7850491,100.0,20.0,10,644900.0,13,18,2,6.0,7.5696,7.939500000000002,17.0154,16.836,10.1105,9.316,30,6
5,115,8,43.7781096,-79.1421167,113.13,18.04,2,599900.0,16,18,2,6.0,17.127,19.107,10.7055,11.467999999999998,7.62,7.62,11,6
4,20,4,43.6733583,-79.41151540000001,95.0,16.5,2,1150000.0,16,18,2,6.0,11.3157,15.2709,12.4656,17.179000000000002,8.6697,8.820500000000003,6,3
4,644,10,43.708316,-79.4022063,139.24,18.17,10,1209000.0,16,18,2,6.0,17.5941,17.5941,11.4046,10.9531,9.152999999999999,8.073,2,3
4,644,10,43.708316,-79.4022063,139.24,18.17,10,1209000.0,16,18,2,6.0,17.5941,17.5941,11.4046,10.9531,9.152999999999999,8.073,2,3
4,68,5,43.8992435,-79.73722629999997,148.3,22.58,10,649000.0,13,18,2,7.0,14.0562,17.424,11.1244,17.0805,7.8725,9.302499999999998,22,3
4,227,9,44.04629110000001,-79.44856709999998,118.0,29.0,15,824900.0,13,16,20,8.0,11.248,8.468100000000002,12.5888,12.4206,6.846,18.6576,6,3
6,243,9,43.5061106,-80.2243978,126.55,48.32,15,849900.0,13,21,1,10.0,20.5821,27.3702,14.8005,8.184000000000001,13.144000000000002,9.2664,18,3
6,403,8,43.6871426,-79.4429296,130.0,32.79,10,1359000.0,11,13,16,7.0,7.7252,15.2496,11.4736,13.2736,9.3152,4.7294,15,3
5,403,8,43.6871426,-79.4429296,130.0,32.79,10,1359000.0,11,13,16,7.0,7.7252,15.2496,11.4736,13.2736,9.3152,4.7294,15,3
4,125,5,43.54205,-79.7147728,131.23,20.01,10,770000.0,16,7,1,6.0,18.605,18.605,8.8105,9.7075,16.104000000000006,9.669,20,6
7,93,8,43.9619717,-78.938702,109.91,40.03,15,799900.0,10,13,20,9.0,21.6715,19.8025,12.87,14.4936,11.7216,21.2574,17,3
4,531,8,43.5045221,-79.8863276,89.9,21.0,10,619900.0,12,18,2,7.0,16.348,6.6856,6.6856,12.078,8.323,8.9975,12,6
5,85,5,43.698638,-79.4434895,110.0,25.0,2,879000.0,16,11,1,6.0,14.4144,11.9808,7.823999999999999,1.956,11.7459,8.1872,13,3
4,336,8,43.8429511,-79.5014744,131.31,39.88,18,1029000.0,16,10,1,7.0,13.0235,13.6726,10.9626,13.969000000000001,16.816300000000002,12.017000000000001,22,3
5,87,6,43.685206,-79.3542939,110.0,17.5,1,779000.0,16,8,6,7.0,18.396,9.179,14.573000000000002,14.573000000000002,13.413999999999998,9.884,9,3
6,119,1,44.03872310000001,-79.46741479999999,130.0,40.0,17,659900.0,16,6,2,7.0,19.53,14.7,17.347,16.744,16.3989,14.553,29,3
4,14,8,44.162448,-79.8564357,86.12,34.12,2,539000.0,13,16,1,8.0,9.2544,9.062399999999998,11.0664,19.7448,19.749000000000002,11.919199999999998,17,3
5,308,8,43.8665413,-78.8521413,127.0,26.0,10,409900.0,13,18,2,6.0,15.12,15.0605,8.64,18.544,10.88,7.75,19,3
5,330,8,43.5458381,-79.6202123,133.15,60.0,15,1465000.0,13,8,1,7.0,24.3252,12.1785,22.826,7.2468,17.805899999999994,12.159,7,3
5,36,9,43.821711,-79.07902790000001,100.0,54.25,10,579900.0,13,9,1,8.0,9.782,5.7084,26.531999999999996,26.531999999999996,11.7912,9.0584,8,3
6,592,9,43.778769,-79.7282006,89.0,60.0,17,1099999.0,16,7,20,12.0,16.607499999999998,16.607499999999998,18.0625,19.975,24.4375,29.7025,14,3
5,587,8,43.6592714,-79.40381409999998,110.0,25.0,10,999000.0,16,20,6,9.0,25.326,12.788999999999998,16.7314,10.9203,10.6932,10.452,7,3
7,587,8,43.6592714,-79.40381409999998,110.0,25.0,10,999000.0,16,20,6,9.0,25.326,12.788999999999998,16.7314,10.9203,10.6932,10.452,7,3
5,75,5,43.688721,-79.773106,107.0,30.0,10,569000.0,13,9,20,10.0,8.215,7.012499999999998,12.6025,9.76,16.92,16.529999999999998,43,3
4,339,8,43.8850608,-79.25205290000002,112.19,60.0,2,938000.0,16,18,2,8.0,13.904000000000002,6.3729000000000005,12.7125,24.134500000000006,10.3092,6.0162,21,3
5,160,9,43.5302862,-79.8681979,141.83,22.51,10,649900.0,16,18,2,7.0,31.318200000000004,31.318200000000004,17.227999999999998,22.0599,11.6032,11.913999999999998,14,3
6,624,8,43.7217706,-79.75731440000001,126.42,36.1,10,700000.0,16,13,1,7.0,15.6648,10.335999999999999,15.568499999999998,16.2732,18.2448,14.3988,22,3
6,550,9,43.718925,-79.701909,119.04,33.02,18,629900.0,9,18,2,6.0,15.68,9.45,10.15,14.57,6.48,7.56,11,3
4,114,8,43.9262021,-78.8817197,120.0,65.0,10,399800.0,13,1,13,5.0,15.7994,20.169000000000004,11.0484,8.344,9.2701,23.836,7,3
4,342,8,43.9088458,-78.8939958,115.0,32.75,10,409500.0,16,18,2,7.0,22.1288,22.1288,14.5923,13.4994,9.516,14.075999999999999,41,3
5,54,9,43.8955425,-79.299387,80.5,45.0,15,1496000.0,16,7,20,9.0,29.8745,29.8745,11.5628,11.296,20.3148,22.828000000000003,25,3
5,345,9,43.5894078,-79.7675535,138.51,23.47,10,695500.0,16,18,2,6.0,27.0504,8.58,9.868799999999998,14.784,8.788499999999999,11.584,15,3
5,618,8,43.8127098,-79.10714490000002,117.81,49.93,15,999000.0,12,7,1,8.0,24.3072,12.301799999999998,12.5856,12.16,14.82,9.6824,24,3
6,114,8,43.9243128,-78.8606247,112.0,45.0,17,615000.0,16,18,2,5.0,18.2984,18.2984,14.1778,14.015999999999998,13.23,9.3984,15,12
4,69,9,43.8705004,-79.7460994,107.64,28.96,10,769800.0,13,9,1,7.0,8.0385,6.6856,15.123,12.2275,20.1168,11.7115,22,3
5,114,9,43.9251701,-78.8623511,111.0,45.0,10,539900.0,13,10,1,8.0,12.3825,10.3522,17.7056,17.535,22.9742,11.3796,42,3
3,104,5,43.6871777,-79.45203120000002,159.15,19.0,2,789900.0,13,26,15,3.0,13.4865,14.296499999999998,9.821,7.83,7.4493,11.993,38,3
5,319,8,43.8634365,-79.2410979,114.83,0.0,15,1170000.0,10,9,11,9.0,18.24,7.383999999999999,8.375,12.4125,15.3624,8.68,15,3
5,79,8,43.670207,-79.74482990000001,90.0,37.92,18,749900.0,11,9,20,7.0,11.786,16.368,19.4205,8.832,9.006,15.892600000000002,26,3
4,282,8,43.4952168,-79.70669740000002,110.1,25.0,10,1049000.0,9,18,6,7.0,11.2985,17.415499999999998,21.9351,23.1168,14.0505,10.642000000000001,23,6
6,44,9,44.0196364,-79.43200429999997,122.6,36.09,10,1258000.0,10,9,1,10.0,21.0816,12.864,12.864,17.956000000000003,23.3618,11.2225,11,3
5,393,8,43.6849569,-79.84893520000001,90.39,40.98,10,965000.0,13,10,20,10.0,22.2285,22.2285,22.2285,20.4732,5.9049000000000005,24.1164,8,3
4,104,8,43.687052,-79.46077559999998,142.0,25.0,13,799900.0,16,10,6,7.0,14.6625,13.1275,12.3525,18.1125,16.3625,12.2425,12,3
7,550,9,43.728261,-79.7089042,80.0,50.5,15,569814.0,10,18,2,10.0,16.284000000000002,8.9244,8.856,12.078,7.1675,7.6725,16,3
5,456,8,43.9102955,-78.93340429999998,127.02,29.53,10,599999.0,16,13,1,10.0,12.566,16.348,10.0284,10.72,17.811999999999994,8.357000000000001,12,3
5,336,9,43.8450862,-79.51816640000001,105.0,50.0,10,1297000.0,16,7,23,10.0,14.22,15.840000000000002,14.255999999999998,12.168,19.08,8.22,26,3
4,317,3,43.7111764,-79.3680492,135.0,23.0,2,1349000.0,16,18,2,6.0,13.4335,10.275,8.5932,12.1605,10.4538,6.863499999999998,34,3
5,394,8,43.7115999,-79.8102163,114.83,32.38,15,719900.0,9,7,1,9.0,10.4058,16.8966,10.703,5.9568,17.259200000000003,16.1695,13,3
6,333,5,43.7213379,-79.62461850000003,118.95,31.42,17,619000.0,16,7,1,11.0,16.8682,11.407,6.3119999999999985,6.3839999999999995,15.4176,9.268,22,3
6,425,8,43.8420668,-79.46764190000002,85.3,30.02,10,1128800.0,16,13,1,8.0,23.3125,23.3125,17.7576,17.7968,23.1086,11.1552,29,3
5,560,8,43.9595463,-79.25021459999998,88.58,28.87,10,699800.0,13,16,20,9.0,7.3948,8.3875,13.5135,16.0884,16.0884,19.4081,4,6
4,394,8,43.71405120000001,-79.8107828,151.23,17.61,13,569000.0,12,18,2,6.0,14.271,17.6016,17.6016,18.6912,10.5485,8.0656,18,3
4,288,4,43.6638001,-79.4618097,126.75,15.0,2,1499000.0,16,30,23,9.0,31.82,31.82,15.179999999999998,10.89,18.480000000000004,5.94,12,6
5,71,9,43.919627,-78.6765186,101.74,39.96,15,699900.0,10,13,1,8.0,20.6655,20.6028,20.6028,16.588800000000006,22.9593,11.5238,15,3
5,627,3,43.6733911,-79.45930279999997,74.1,23.21,2,829000.0,11,13,20,6.0,13.6396,13.0704,16.192800000000002,8.976,4.7322000000000015,14.5644,4,3
4,73,8,44.1210174,-79.5775931,111.54,29.52,10,634900.0,13,9,1,7.0,9.375,9.225,18.33,18.33,20.152,10.32,61,3
5,296,8,43.9268489,-79.5240045,135.76,75.0,15,1100000.0,16,1,3,5.0,29.9845,13.8915,13.182,11.7992,9.9127,11.7512,22,3
4,527,8,43.740865,-79.766705,93.86,19.55,10,612900.0,16,18,2,6.0,17.633699999999994,17.633699999999994,8.5188,13.923,10.525,7.4504,16,3
4,556,9,43.6420933,-79.4988386,150.0,55.0,15,1400000.0,16,8,6,7.0,23.634,14.0529,17.2205,7.8312,19.5052,14.718999999999998,12,3
5,634,8,43.9588589,-78.8910571,99.08,36.09,15,718900.0,16,13,20,10.0,14.319,14.319,17.424,11.3243,10.5989,26.522500000000004,17,3
5,411,8,43.926902,-80.10475600000002,95.0,53.0,10,629900.0,16,10,1,12.0,15.6519,8.731599999999998,11.083799999999998,15.2794,16.4384,10.195900000000002,27,3
6,95,9,43.8013134,-79.4513802,98.0,46.0,10,1195000.0,11,13,1,7.0,4.1406,13.7416,8.3283,19.008000000000006,17.5974,11.7312,18,3
4,574,5,43.672014,-79.3068775,100.0,20.0,10,899000.0,16,30,1,6.0,25.024,27.8392,11.9664,8.0065,12.8538,10.1904,18,3
5,151,8,43.669255,-79.7944965,107.0,61.0,15,1395000.0,16,13,16,10.0,16.1321,16.0,18.98,10.2,12.58,4.050000000000002,28,3
7,628,8,43.746611,-79.29888609999998,135.0,40.0,2,1479000.0,16,10,1,7.0,15.584,12.767999999999999,11.6508,20.3628,28.7448,28.8886,22,3
4,562,8,43.579992,-79.7256083,100.06,35.96,2,775000.0,16,10,1,7.0,24.7384,24.7384,12.0042,19.3338,14.150099999999998,9.4582,17,3
4,431,9,43.9392004,-78.83943670000002,106.63,39.37,10,629000.0,16,7,20,7.0,23.416500000000006,23.416500000000006,9.76,7.198,16.434,26.159000000000002,2,3
4,64,8,43.8758246,-78.9034291,98.91,29.53,10,575000.0,13,18,2,6.0,14.948,14.948,18.095,14.744000000000002,7.5344000000000015,15.3244,15,3
5,269,8,43.6918684,-79.5152954,157.08,55.25,15,1199000.0,16,1,20,7.0,20.5727,14.007,21.0308,17.464299999999998,12.382999999999996,24.3528,38,3
5,236,4,43.6756537,-79.3285012,80.0,16.5,10,779000.0,13,1,3,7.0,7.4700000000000015,26.0064,26.0064,11.6205,11.0376,9.302499999999998,8,3
6,73,8,44.1007771,-79.58220809999997,104.9,43.6,13,719000.0,16,7,20,7.0,14.5245,12.474,9.372,7.359,5.0142000000000015,23.0436,35,3
5,401,8,43.6986326,-79.2765221,138.58,30.0,13,779000.0,16,6,1,6.0,23.03,23.03,14.175,11.3296,15.8316,14.457,8,3
5,327,9,43.8394673,-79.0996093,113.0,60.33,10,639900.0,16,13,20,9.0,17.555999999999997,10.0596,14.1783,13.2352,16.8543,17.226399999999998,16,3
5,274,5,43.6867485,-79.4312286,102.0,17.5,2,1299999.0,16,18,2,6.0,7.0161,11.0,15.7136,11.4708,11.34,5.735,22,3
5,527,9,43.7572183,-79.7348392,106.7,34.42,15,821000.0,16,21,1,8.0,11.2225,12.261,12.339200000000002,11.6205,14.477,9.512,22,3
5,130,9,43.5213944,-79.8515436,100.07,36.09,15,844900.0,13,9,20,9.0,7.808,11.0422,16.726200000000002,15.485999999999999,16.9092,20.0718,10,3
5,411,9,43.8996106,-80.1260439,114.83,40.03,10,679900.0,16,18,2,8.0,14.28,11.22,13.68,17.150000000000002,9.61,9.52,11,3
5,618,8,43.818339,-79.106965,100.0,50.5,17,669900.0,16,18,2,7.0,17.2914,11.8996,8.26,14.5542,11.7274,11.3157,27,3
5,592,8,43.7685318,-79.7279252,101.71,22.56,13,729000.0,16,18,2,8.0,16.1336,6.417000000000001,7.298799999999999,15.52,10.475,6.9647,33,3
5,454,8,43.6676039,-79.50244090000002,109.0,25.0,10,899000.0,16,13,1,7.0,28.21,28.21,22.0904,11.682,18.6524,8.624699999999999,28,3
4,524,8,43.7134579,-79.499849,127.0,50.0,13,839500.0,16,18,2,6.0,19.2249,7.5898,9.2612,15.3282,9.1686,11.621299999999998,38,3
4,150,9,43.902571,-78.80835,111.55,29.53,15,439900.0,13,18,15,7.0,15.0072,25.92,25.92,13.7543,9.66,6.1578,28,3
4,527,7,43.7593289,-79.7849104,91.86,20.18,2,649900.0,16,7,1,9.0,29.6487,29.6487,12.1669,12.1669,18.0198,8.451,16,6
4,617,8,43.4445727,-79.75141140000002,114.11,25.11,2,739900.0,13,18,2,6.0,6.2464,7.3359999999999985,16.9252,17.7,9.6624,10.398700000000002,29,3
7,152,8,43.5829855,-79.6493114,106.63,34.12,15,899000.0,16,10,1,9.0,16.0,9.920000000000002,13.8,17.0,18.130000000000006,10.64,8,3
4,195,8,43.5400233,-79.665193,120.0,47.04,10,950000.0,16,10,1,7.0,15.219199999999995,13.3848,23.361600000000006,18.0276,17.287200000000002,14.442,13,3
4,71,8,43.9032505429673,-78.7032356858253,106.35,19.69,10,379900.0,13,18,2,6.0,12.449599999999998,20.9916,20.9916,14.1372,12.0253,8.6584,8,6
5,166,4,43.668565,-79.4246681,115.0,20.0,1,1199000.0,16,8,1,9.0,29.9574,29.9574,16.4063,6.9845,16.5064,15.9755,7,3
4,303,8,43.80017670000001,-79.3086302,102.0,20.0,10,729900.0,16,18,2,6.0,16.881,11.0026,9.9084,17.487000000000002,10.0441,9.6118,6,3
5,634,9,43.9566079,-78.9047936,115.06,40.03,10,749000.0,13,10,1,8.0,10.8504,20.7462,18.7827,18.1846,18.323,8.357000000000001,3,3
6,16,9,43.8328403,-79.1114178,85.27,65.62,10,928000.0,16,13,6,8.0,11.2362,11.2362,17.019000000000002,9.302499999999998,13.3731,24.628,15,3
4,247,8,43.4922029,-79.874125,80.38,23.0,10,619900.0,9,18,2,6.0,13.838400000000002,12.8412,10.557,16.6662,10.1016,11.4816,17,6
4,376,9,43.9184505,-78.5998666,106.63,39.37,15,579900.0,13,9,1,7.0,22.1034,22.1034,16.608,15.68,18.438,14.975999999999999,8,3
7,178,8,43.5940369,-79.7079315,109.91,40.03,15,968000.0,16,8,7,10.0,22.4785,16.043,14.9625,4.536899999999998,8.7025,8.7025,33,3
5,6,9,43.789567100000006,-79.25077540000002,120.0,50.0,10,799999.0,16,7,20,7.0,21.8768,9.982,15.779799999999998,6.96,1.2036,15.7648,18,3
5,322,8,43.5892106,-79.78445440000002,102.76,22.67,13,635000.0,16,18,2,6.0,18.323,18.323,9.6866,12.502199999999998,6.9575,6.519,15,3
4,158,5,43.6845551,-79.32950459999998,122.0,20.0,2,1099999.0,16,18,2,8.0,18.0868,11.2225,13.752199999999998,14.4837,13.7229,8.377600000000001,8,3
6,151,8,43.6708281,-79.8198473,102.0,36.12,15,899999.0,16,7,20,8.0,17.352,17.352,17.408399999999997,17.408399999999997,18.0264,19.3356,21,3
5,276,3,43.60667539999999,-79.6831202,111.15,36.09,10,859900.0,13,10,1,7.0,14.4875,24.42,24.42,18.56,16.8,8.68,38,3
5,150,9,43.9030191,-78.7802767,114.82,49.01,15,609900.0,13,16,20,8.0,11.76,6.0075,16.1916,12.0684,11.6056,19.8,22,3
5,345,9,43.5888399,-79.76815570000002,110.0,32.43,13,669900.0,13,18,2,6.0,11.6992,16.834999999999994,14.055999999999996,14.0847,12.062000000000001,7.552,8,3
4,150,8,43.900733,-78.78949250000002,126.17,29.53,10,439900.0,13,9,1,6.0,9.0902,9.1204,13.2,9.9,14.1064,11.47,6,3
5,220,9,43.447203,-79.72826640000002,113.85,50.0,10,1162500.0,16,13,20,8.0,17.352999999999998,11.2225,17.352999999999998,8.189599999999999,8.613199999999999,19.5915,5,3
4,431,8,43.9358649,-78.84724449999999,109.06,49.21,10,619900.0,13,9,20,8.0,21.4292,21.4292,15.4693,26.6567,26.6567,15.0024,16,3
5,205,8,43.6479595,-79.75205759999999,59.05,32.94,15,629900.0,16,18,2,7.0,23.2732,23.2732,16.680500000000002,16.8113,16.058,10.569,27,3
6,47,8,43.7920316,-79.3691958,120.0,30.0,13,848000.0,16,1,15,6.0,18.351199999999995,9.782,14.1622,10.1727,10.2231,14.725,23,3
3,47,8,43.7920316,-79.3691958,120.0,30.0,13,848000.0,16,1,15,6.0,18.351199999999995,9.782,14.1622,10.1727,10.2231,14.725,23,3
5,301,8,43.8313578,-79.6544965,106.0,35.81,10,1086000.0,16,10,1,8.0,16.0,17.7755,11.6046,22.4466,17.045,10.2175,26,3
3,431,9,43.93175770000001,-78.8475943,114.67,34.45,10,539900.0,16,18,27,4.0,24.0572,13.7274,13.7274,14.841,10.56,29.526000000000003,15,3
4,71,9,43.9309233650161,-78.7053465843201,109.91,39.37,10,699900.0,9,10,1,7.0,13.3225,13.3225,17.045,17.7755,18.8292,16.0965,24,3
4,114,8,43.9205619794429,-78.8721907138824,133.91,50.0,15,647998.0,13,16,1,7.0,17.5,16.8,10.725,16.732,11.76,10.85,5,3
7,93,8,43.96207,-78.938551,109.91,40.03,15,819900.0,10,13,20,9.0,21.6715,19.8025,12.87,14.4936,11.7216,21.2574,23,3
3,81,8,43.3324175,-79.78664859999998,137.0,39.99,10,775000.0,16,10,1,6.0,12.7939,8.9304,9.042,10.03,10.678399999999998,12.660799999999998,35,3
4,130,8,43.5274643,-79.84105129999998,95.46,29.66,2,699900.0,16,13,1,8.0,11.163,13.5725,14.6916,15.0876,17.622,11.163,14,3
4,207,8,43.6782175,-79.81787740000001,94.75,25.56,13,649900.0,16,7,20,7.0,9.455,9.455,7.4705,7.2025,14.271,14.8169,15,3
5,276,9,43.59835870000001,-79.67316729999997,110.0,40.0,15,1120000.0,9,29,16,12.0,13.77,15.9426,17.1,9.0,25.200000000000006,5.4,36,3
4,334,8,43.7965848,-79.2339912,110.0,30.0,2,599900.0,16,18,2,6.0,17.67,10.851400000000002,12.175199999999998,14.8221,10.948,14.32,5,3
6,527,9,43.7674724,-79.756964,83.3,39.5,10,799000.0,13,16,20,8.0,8.2228,10.138000000000002,10.9525,10.0835,25.8152,16.835,7,3
4,562,9,43.5797624,-79.72795359999998,124.9,20.29,15,948000.0,16,13,1,8.0,15.561,29.146000000000004,15.808,18.4716,16.970799999999997,13.6171,11,3
4,239,8,43.7497805,-79.18984559999998,120.83,75.0,18,969000.0,16,18,2,6.0,23.147,10.4601,13.7802,15.4394,13.3986,9.9188,29,3
5,116,9,43.8590135,-79.0266546,106.73,29.7,10,514900.0,13,18,2,5.0,14.4372,13.132,5.412000000000001,14.075999999999999,8.318999999999999,12.420000000000002,18,3
5,247,8,43.4831037,-79.86866500000002,88.0,36.09,15,974000.0,13,9,10,8.0,13.725,9.662400000000002,19.008,14.007,5.8870000000000005,19.3214,21,3
9,621,8,43.8888469,-79.45379770000002,112.89,49.21,15,1359900.0,13,10,20,9.0,25.55,19.3475,16.7915,21.275,11.6625,25.1748,41,3
5,630,9,43.5007953942651,-79.864374642857,101.71,43.0,10,1069900.0,16,10,1,9.0,18.9588,15.798999999999998,27.877,28.371,20.8849,13.4335,43,3
5,435,8,43.55616420000001,-79.57692990000002,120.0,50.0,17,1499999.0,16,10,20,11.0,19.1052,9.3696,14.8555,24.7078,4.9784,14.0094,38,3
4,220,8,43.4411619,-79.7208747,117.65,22.67,10,639000.0,13,1,27,5.0,12.7024,19.0938,21.3048,7.529399999999999,10.1144,16.4084,42,3
5,236,6,43.663855700000006,-79.321657,128.0,17.33,1,799000.0,16,18,2,7.0,10.261,10.1896,14.4625,16.38,9.0565,8.7636,9,3
5,358,1,43.5880435,-79.61970190000002,115.0,32.7,10,769900.0,16,18,2,6.0,17.673000000000005,7.6329,14.21,13.640000000000002,11.4,7.6446,45,3
5,358,9,43.5932307,-79.61632359999999,120.0,50.0,15,879000.0,9,16,1,6.0,13.0962,14.4896,14.4896,17.267899999999994,13.7365,9.295,42,3
4,27,8,43.9966954,-79.4890853,102.91,50.45,10,839997.0,16,10,1,7.0,19.425,12.0,17.201999999999998,22.6806,18.836,10.9906,48,3
5,308,10,43.880142,-78.8452282,104.27,45.0,2,499900.0,16,18,2,6.0,13.55,10.847999999999999,11.0331,8.863999999999999,15.3135,10.151700000000002,55,3
5,528,5,43.7590507,-79.7810082,90.22,30.02,13,799900.0,16,13,20,9.0,10.658,17.387999999999998,17.64,7.3944,9.3328,15.6816,48,3
5,64,9,43.8860729,-78.9181371,100.0,55.5,13,399000.0,13,18,6,6.0,7.134,17.9193,7.502999999999999,11.9255,11.339,7.809000000000001,36,3
