index,longitude,latitude,province,price,tradeTypeId,buildingTypeId,bedrooms,bathroomTotal,daysOnMarket,ownerShipType,predictions
0,-79.397247,43.159482,Ontario,365000.0,1,6,2,2,1,Condominium,27.39604377746582
1,-79.3539119,43.6551919,Ontario,1800.0,2,1,1,1,17,Condominium/Strata,14.814743995666504
2,-79.99030400000002,43.283443,Ontario,1588888.0,1,3,4,2,87,Freehold,72.88907623291016
3,-80.0173793,44.5035379,Ontario,799900.0,1,3,5,3,46,Freehold,56.18559265136719
4,-79.4395118,43.6902607,Ontario,1098800.0,1,3,5,3,51,Freehold,28.6165714263916
5,-77.331712,44.349491,Ontario,219900.0,1,3,3,1,15,Freehold,37.995460510253906
6,-80.338528,43.244288,Ontario,1699000.0,1,3,5,5,105,Freehold,80.29715728759766
7,-79.38990849999998,43.6460058,Ontario,459900.0,1,1,0,1,70,Condominium/Strata,28.602914810180664
8,-79.383028,43.6655881,Ontario,3200.0,2,1,2,1,6,Condominium/Strata,19.335704803466797
9,-81.249886,43.002895,Ontario,439900.0,1,3,3,1,17,Freehold,27.130542755126953
10,-79.6351873,43.5944944,Ontario,479900.0,1,1,3,2,23,Condominium/Strata,27.932819366455078
11,-79.809072,44.50753,Ontario,1775000.0,1,3,5,5,47,Freehold,72.8023681640625
12,-79.0264996,43.8906191,Ontario,889000.0,1,3,4,4,50,Freehold,37.78373718261719
13,-80.137606,43.9041777,Ontario,599000.0,1,3,4,2,84,Freehold,35.62010192871094
14,-78.85009759999998,43.8953171,Ontario,425000.0,1,3,3,1,121,Freehold,30.804824829101562
15,-76.310932,45.187669,Ontario,694900.0,1,3,4,4,173,Freehold,62.01820755004883
16,-79.27507059999998,43.8229012,Ontario,459900.0,1,1,3,2,46,Condominium/Strata,32.2412109375
17,-79.37605490000001,43.6460983,Ontario,2800.0,2,1,2,2,8,Condominium/Strata,17.715147018432617
18,-78.85257469999998,43.91755429999999,Ontario,524900.0,1,3,3,2,41,Freehold,33.28601837158203
19,-79.36057659999999,43.6602919,Ontario,1695.0,2,1,0,1,11,Condominium/Strata,15.796937942504883
20,-79.250105,43.164088,Ontario,289900.0,1,3,2,2,34,Freehold,30.594165802001953
21,-78.8756735,43.8932764,Ontario,1550.0,2,3,2,2,52,Freehold,28.220449447631836
22,-81.758385,43.311783,Ontario,349900.0,1,19,3,3,7,Condominium,35.28157424926758
23,-79.39389940000002,43.6400616,Ontario,2100.0,2,1,2,1,4,Condominium/Strata,15.250334739685059
24,-80.274633,43.339957,Ontario,624900.0,1,3,4,3,47,Freehold,32.32909393310547
25,-79.44644699999998,44.1012041,Ontario,799900.0,1,3,4,3,68,Freehold,46.72894287109375
26,-79.433621,43.8582521,Ontario,339000.0,1,1,1,1,30,Condominium/Strata,33.61064910888672
27,-79.72385600000001,43.241623,Ontario,409900.0,1,1,2,2,168,Condominium,32.92951202392578
28,-79.6056614,44.3590792,Ontario,684800.0,1,3,4,3,80,Freehold,45.56311798095703
29,-78.8596885,43.9025072,Ontario,399000.0,1,3,3,1,138,Freehold,29.32209014892578
30,-81.01386,46.466949,Ontario,339900.0,1,3,3,2,73,Freehold,61.14091110229492
31,-79.3408025,43.6569625,Ontario,3400.0,2,6,3,2,5,Freehold,20.05173110961914
32,-79.4161002,43.7840324,Ontario,2550.0,2,1,2,2,13,Condominium/Strata,23.761451721191406
33,-77.75065183639529,44.47695678946671,Ontario,750000.0,1,3,4,2,136,Freehold,55.596866607666016
34,-80.49728,44.468943,Ontario,299000.0,1,3,3,2,21,Freehold,42.24652099609375
35,-83.096404,42.137465,Ontario,479888.0,1,3,3,3,3,Freehold,44.33755111694336
36,-79.4387645,44.0488722,Ontario,1900.0,2,3,3,2,6,Freehold,32.11980438232422
37,-79.4173942,43.7829102,Ontario,2200.0,2,1,2,1,12,Condominium/Strata,20.759056091308594
38,-80.1924521,43.5017764,Ontario,446000.0,1,6,3,3,46,Condominium/Strata,28.1494197845459
39,-79.7746489,43.7015352,Ontario,456800.0,1,6,3,2,20,Condominium/Strata,27.381017684936523
40,-79.38233699999998,43.7652893,Ontario,2775.0,2,1,3,2,7,Condominium/Strata,18.79459571838379
41,-79.484424,43.624496,Ontario,519000.0,1,1,1,1,2,Condominium,30.328542709350586
42,-79.44131759999998,43.8526124,Ontario,699000.0,1,6,3,3,71,Freehold,34.348628997802734
43,-78.899918,43.9600821,Ontario,1650.0,2,6,2,2,19,Freehold,33.535057067871094
44,-79.37621593481249,43.6668448849523,Ontario,469000.0,1,1,1,1,58,Condominium/Strata,25.628875732421875
45,-79.9379462,43.6498479,Ontario,629900.0,1,3,4,4,6,Freehold,27.888391494750977
46,-79.4854046,43.8327687,Ontario,848000.0,1,3,3,3,28,Freehold,35.9870491027832
47,-78.8545651,43.9162033,Ontario,648000.0,1,3,4,2,37,Freehold,35.70388412475586
48,-82.58397,42.047015,Ontario,299000.0,1,3,4,2,70,Freehold,32.979549407958984
49,-75.77640699999998,45.376674,Ontario,279900.0,1,1,2,2,63,Condominium/Strata,50.303977966308594
50,-79.2783708,43.7154815,Ontario,785000.0,1,6,3,3,93,Freehold,33.634559631347656
51,-79.746669,43.6646488,Ontario,675555.0,1,3,4,3,32,Freehold,27.888391494750977
52,-80.26495820000002,44.0272964,Ontario,629900.0,1,3,3,2,138,Freehold,43.47314453125
53,-79.3139429,43.7949299,Ontario,419900.0,1,1,3,2,26,Condominium/Strata,31.319530487060547
54,-75.732008,45.343588,Ontario,513500.0,1,3,4,2,12,Freehold,36.43373489379883
55,-78.30696999999998,44.731552,Ontario,459000.0,1,3,2,1,14,Freehold,44.02265167236328
56,-80.65303399999998,44.323003,Ontario,349000.0,1,3,3,2,25,Freehold,38.004459381103516
57,-79.08255550000001,43.8396522,Ontario,539900.0,1,1,3,2,46,Condominium/Strata,35.342952728271484
58,-79.7391769,43.4655091,Ontario,1158000.0,1,3,5,4,18,Freehold,40.14651107788086
59,-79.4618814,43.8731291,Ontario,3100.0,2,3,4,4,30,Freehold,28.550508499145508
60,-79.38220629999998,43.6505117,Ontario,620000.0,1,1,2,1,45,Condominium/Strata,27.38382911682129
61,-79.574813,45.807035,Ontario,245000.0,1,3,3,1,31,Freehold,64.57462310791016
62,-79.71862709999998,43.5538877,Ontario,2250.0,2,6,3,3,4,Condominium/Strata,17.819814682006836
63,-75.726281,45.285216,Ontario,489900.0,1,3,2,3,35,Freehold,39.61861038208008
64,-79.4047021,43.6857143,Ontario,3300.0,2,1,3,2,63,Condominium/Strata,20.78243637084961
65,-79.6527334,44.3323085,Ontario,514900.0,1,3,4,3,28,Freehold,40.160911560058594
66,-76.280059,44.712272,Ontario,399000.0,1,3,3,1,134,Freehold,56.81758117675781
67,-79.52984690000002,44.3963974,Ontario,429000.0,1,1,2,1,93,Condominium/Strata,45.801063537597656
68,-79.5077343,43.6613649,Ontario,1800.0,2,1,1,1,25,Condominium/Strata,16.90086555480957
69,-74.697917,45.020104,Ontario,337400.0,1,1,2,2,152,Condominium/Strata,89.86420440673828
70,-79.4891528,43.8364982,Ontario,1350000.0,1,3,5,5,17,Freehold,43.647064208984375
71,-79.3649916,43.7550619,Ontario,5500.0,2,3,5,4,8,Freehold,26.0466365814209
72,-79.5396858,43.0902511,Ontario,519900.0,1,3,3,2,94,Freehold,39.8688850402832
73,-79.4708652,43.875586,Ontario,3200.0,2,3,4,4,19,Freehold,28.550508499145508
74,-79.73948359999999,43.5707394,Ontario,860000.0,1,3,3,3,54,Freehold,29.432537078857422
75,-79.2330223,43.9658929,Ontario,678000.0,1,3,4,3,34,Freehold,39.58817672729492
76,-79.2396157,43.9000688,Ontario,848000.0,1,6,3,3,121,Freehold,36.77267837524414
77,-79.7964505,44.1611538,Ontario,519900.0,1,3,2,2,10,Condominium/Strata,43.081459045410156
78,-76.69051800000003,45.475907,Ontario,120000.0,1,3,4,1,189,Freehold,53.37578201293945
79,-79.2649442,43.8080011,Ontario,345000.0,1,1,2,1,57,Condominium/Strata,34.73481750488281
80,-79.64923780000002,43.5886878,Ontario,1675.0,2,1,0,1,17,Condominium/Strata,22.06112289428711
81,-81.653122,44.16265300000001,Ontario,649000.0,1,3,2,2,236,Freehold,64.94873046875
82,-79.4125865,43.7655809,Ontario,426888.0,1,1,1,1,27,Condominium/Strata,27.42689323425293
83,-79.487899,43.9762932,Ontario,1398000.0,1,3,5,4,93,Freehold,49.5244026184082
84,-80.346027,43.226553,Ontario,1395900.0,1,3,3,3,96,Freehold,70.77642059326172
85,-79.433601,43.767188,Ontario,1586000.0,1,3,4,3,62,Freehold,39.06234359741211
86,-79.641082,44.347206,Ontario,450000.0,1,3,3,3,8,Freehold,38.954017639160156
87,-76.476136,45.178096,Ontario,299900.0,1,3,2,1,63,Freehold,48.82136154174805
88,-83.037418,42.307827,Ontario,169900.0,1,3,3,1,61,Freehold,32.01982116699219
89,-80.775633,44.390591,Ontario,779000.0,1,3,3,2,90,Freehold,63.78445053100586
90,-79.3816605,43.6610457,Ontario,579500.0,1,1,2,1,13,Condominium/Strata,27.38382911682129
91,-79.3293485,43.7736823,Ontario,548000.0,1,1,2,2,38,Condominium/Strata,28.9827823638916
92,-79.39883499999998,43.6858341,Ontario,3350.0,2,1,2,1,10,Condominium/Strata,21.774730682373047
93,-79.2856463,43.7850847,Ontario,799000.0,1,6,5,5,42,Condominium/Strata,38.80335998535156
94,-79.21925290000001,43.7417398,Ontario,259900.0,1,1,2,2,9,Condominium/Strata,31.44261360168457
95,-79.4158429,43.7036024,Ontario,1325000.0,1,3,2,2,111,Freehold,31.607402801513672
96,-77.831743,44.436065,Ontario,350000.0,1,3,4,2,37,Freehold,41.62017059326172
97,-79.726573,44.392936,Ontario,454500.0,1,3,3,2,63,Freehold,40.704368591308594
98,-79.4784875,43.626966,Ontario,2100.0,2,1,1,1,35,Condominium/Strata,17.836563110351562
99,-79.3570113,44.2990056,Ontario,549900.0,1,3,4,2,24,Freehold,39.37416458129883
100,-76.5048398,44.2320792,Ontario,529900.0,1,3,2,2,20,Freehold,42.543182373046875
101,-79.3855003,43.7658605,Ontario,1900.0,2,1,1,1,3,Condominium/Strata,16.88648796081543
102,-79.7566573,43.7162278,Ontario,649900.0,1,3,3,3,15,Freehold,28.290420532226562
103,-79.03311,42.960924,Ontario,233900.0,1,3,2,1,96,Freehold,38.739837646484375
104,-78.360338,44.301614,Ontario,699900.0,1,3,4,4,67,Freehold,41.94919967651367
105,-79.4234431,43.64159650000001,Ontario,379995.0,1,1,1,1,37,Condominium/Strata,25.349910736083984
106,-80.240829,43.146767,Ontario,275000.0,1,3,4,2,5,Freehold,25.802417755126953
107,-82.825195,42.167056,Ontario,349900.0,1,3,5,3,57,Freehold,35.38035202026367
108,-76.991275,44.665411,Ontario,310000.0,1,3,2,1,24,Freehold,48.82136154174805
109,-81.189718,43.473294,Ontario,409000.0,1,3,3,3,57,Freehold,26.878646850585938
110,-79.3875014,43.6999537,Ontario,499000.0,1,1,1,1,9,Condominium/Strata,26.140853881835938
111,-79.6003079,43.790442,Ontario,2700.0,2,3,3,4,47,Freehold,24.516530990600586
112,-79.3560136,43.6523308,Ontario,2450.0,2,1,1,1,1,Condominium/Strata,16.89358139038086
113,-80.40453000000002,44.033281,Ontario,95000.0,1,17,4,1,86,"Other, See Remarks",41.10398864746094
114,-76.327648,44.805938,Ontario,529000.0,1,3,4,2,62,Freehold,60.10956573486328
115,-79.4027881,43.726642,Ontario,819900.0,1,1,2,2,24,Condominium/Strata,27.98846435546875
116,-79.3861642,43.6629791,Ontario,2600.0,2,1,2,1,18,Condominium/Strata,17.715147018432617
117,-79.82363677037941,43.6708993909081,Ontario,779905.0,1,3,4,3,15,Freehold,29.49172019958496
118,-79.4753041,43.84778950000001,Ontario,950000.0,1,6,3,4,103,Freehold,38.462608337402344
119,-79.28849609999997,43.7853574,Ontario,350000.0,1,1,3,2,32,Condominium/Strata,30.39763069152832
120,-79.728597,43.459172,Ontario,1698000.0,1,3,4,4,30,Freehold,48.93716049194336
121,-79.74392900000002,44.465195,Ontario,599000.0,1,3,3,3,17,Freehold,45.109214782714844
122,-78.321099,44.323062,Ontario,389900.0,1,3,3,1,2,Freehold,34.07902145385742
123,-79.4247660040855,44.01982518619571,Ontario,899000.0,1,6,4,4,95,Freehold,49.27952575683594
124,-76.05453,45.203352,Ontario,404900.0,1,3,3,2,97,Freehold,55.930152893066406
125,-78.94977170105258,43.8971850500686,Ontario,599800.0,1,6,3,3,2,Freehold,35.05747604370117
126,-79.5769374,43.731918,Ontario,349998.0,1,1,2,1,9,Condominium/Strata,29.051300048828125
127,-79.4392041,43.7825443,Ontario,1160000.0,1,3,3,2,5,Freehold,40.71250534057617
128,-79.855052,43.491451,Ontario,1850.0,2,6,2,3,3,Freehold,18.37088394165039
129,-79.3876245,43.6668152,Ontario,2100.0,2,1,1,1,9,Condominium/Strata,15.250334739685059
130,-79.6606119,43.6166837,Ontario,1600.0,2,1,1,1,2,Condominium/Strata,17.400972366333008
131,-79.57747619999998,43.7217168,Ontario,729000.0,1,3,5,2,17,Freehold,28.623964309692383
132,-81.298371,42.941854,Ontario,459900.0,1,3,5,3,6,Freehold,30.59613609313965
133,-79.4602146,43.9443191,Ontario,1690000.0,1,3,5,4,44,Freehold,56.83473205566406
134,-80.293921,42.929786,Ontario,259000.0,1,3,1,1,3,Freehold,28.67405128479004
135,-77.391509,44.106137,Ontario,479900.0,1,3,3,3,120,Freehold,38.653648376464844
136,-82.993266,42.264768,Ontario,359900.0,1,3,3,2,7,Freehold,36.065406799316406
137,-81.153536,42.76854,Ontario,359900.0,1,3,4,2,11,Freehold,28.8112850189209
138,-75.885793,45.286771,Ontario,239000.0,1,3,3,1,5,Freehold,33.256141662597656
139,-81.12239699999998,44.038773,Ontario,169900.0,1,3,3,2,28,Freehold,38.1403694152832
140,-79.138056,42.877265,Ontario,219900.0,1,3,1,1,68,Freehold,36.46189498901367
141,-79.66554740000002,44.3731421,Ontario,499000.0,1,3,4,2,49,Freehold,40.12120056152344
142,-81.011324,46.483265,Ontario,219500.0,1,3,3,2,21,Freehold,61.14091110229492
143,-79.6095245,43.6269338,Ontario,749900.0,1,6,4,3,15,Freehold,28.87732696533203
144,-79.3948194,43.6961955,Ontario,758000.0,1,1,2,2,6,Condominium/Strata,27.98846435546875
145,-75.28189300000003,45.542369,Ontario,589900.0,1,3,5,4,125,Freehold,102.90120697021484
146,-79.36291899999998,43.658981,Ontario,499800.0,1,1,2,1,5,Condominium/Strata,25.73882484436035
147,-76.9951791,44.5153683,Ontario,165000.0,1,3,3,1,94,Freehold,46.05320358276367
148,-79.73803769999998,43.3798303,Ontario,1995.0,2,6,4,2,8,Freehold,20.947181701660156
149,-79.745975,44.467431,Ontario,865000.0,1,3,4,4,91,Freehold,56.086578369140625
150,-79.9090483,43.6581818,Ontario,449900.0,1,6,3,2,27,Condominium/Strata,26.705263137817383
151,-79.63170040000001,43.588602,Ontario,379900.0,1,1,1,1,12,Condominium/Strata,28.345626831054688
152,-79.38940579999998,43.6441277,Ontario,859000.0,1,1,2,2,14,Condominium/Strata,27.76043128967285
153,-79.821766,43.701276,Ontario,699000.0,1,3,4,4,22,Freehold,28.290420532226562
154,-80.286583,45.353008,Ontario,485000.0,1,3,3,1,26,Freehold,46.29230499267578
155,-79.1496080162324,44.4305934078593,Ontario,449900.0,1,3,3,2,128,Freehold,42.13161087036133
156,-74.72691400000002,45.036034,Ontario,230900.0,1,6,3,2,27,Freehold,47.03755187988281
157,-79.8771114,43.4936508,Ontario,2400.0,2,6,4,3,5,Freehold,19.093669891357422
158,-79.5685887336731,44.306435768968804,Ontario,819900.0,1,3,4,4,102,Freehold,49.035499572753906
159,-79.9416443,44.4913459,Ontario,1499900.0,1,3,3,3,74,Freehold,76.08348846435547
160,-78.2998998,43.9554467,Ontario,525000.0,1,1,2,2,26,Condominium/Strata,40.70771026611328
161,-79.4349749,43.65075170000001,Ontario,928000.0,1,3,3,2,6,Freehold,28.187639236450195
162,-79.311941,45.047876,Ontario,379000.0,1,3,3,2,72,Freehold,40.027652740478516
163,-79.271158,43.164831,Ontario,399900.0,1,3,4,3,45,Freehold,26.848752975463867
164,-79.7624177,43.7315479,Ontario,3000.0,2,3,4,4,21,Freehold,23.0891170501709
165,-76.161527,45.134277,Ontario,409900.0,1,3,4,4,34,Freehold,55.930152893066406
166,-78.9477613,43.8749982,Ontario,529900.0,1,3,4,2,25,Freehold,33.28601837158203
167,-79.27626629999997,43.6978583,Ontario,2250.0,2,3,3,2,40,Freehold,21.644908905029297
168,-79.030449,43.863222,Ontario,709900.0,1,3,5,4,34,Freehold,35.86769485473633
169,-79.4278369,43.8464836,Ontario,505800.0,1,1,2,2,44,Condominium/Strata,34.59443664550781
170,-75.729933,45.385198,Ontario,1700.0,2,3,2,1,16,Freehold,38.48267364501953
171,-79.43302729999998,44.0563732,Ontario,1580.0,2,3,1,1,4,Freehold,33.4098014831543
172,-79.7699446,43.4281958,Ontario,3200.0,2,3,5,5,7,Freehold,24.41905403137207
173,-75.711298,45.288067,Ontario,519800.0,1,3,4,3,56,Freehold,36.43373489379883
174,-79.488558,44.0590165,Ontario,1850.0,2,6,3,2,18,Freehold,31.500030517578125
175,-79.41069159999998,43.6413708,Ontario,2800.0,2,1,2,2,18,Condominium/Strata,17.715147018432617
176,-75.26604,45.274872,Ontario,274900.0,1,3,4,2,87,Freehold,70.03548431396484
177,-79.3848314,43.6595671,Ontario,3600.0,2,1,3,2,6,Condominium/Strata,23.443742752075195
178,-80.990964,43.063408,Ontario,499900.0,1,3,2,1,49,Freehold,42.115787506103516
179,-79.7287009,43.8094209,Ontario,1099900.0,1,3,7,6,45,Freehold,46.43782043457031
180,-79.933685,43.072268,Ontario,2200.0,2,3,4,4,89,Freehold,26.343469619750977
181,-80.555048,43.435813,Ontario,534800.0,1,3,3,3,29,Freehold,29.693174362182617
182,-79.36142790000002,43.70301970000001,Ontario,774900.0,1,1,2,2,19,Condominium/Strata,27.98846435546875
183,-79.63451020000002,43.5949506,Ontario,425000.0,1,1,2,2,54,Condominium/Strata,28.611841201782227
184,-79.7932926,44.0813984,Ontario,584000.0,1,3,3,3,123,Freehold,40.91992950439453
185,-79.3793463,43.6395107,Ontario,949000.0,1,1,2,2,62,Condominium/Strata,29.22493553161621
186,-79.78708259999998,43.6281542,Ontario,2600.0,2,3,4,3,23,Freehold,21.155733108520508
187,-79.3950796,43.70709779999999,Ontario,623000.0,1,1,2,1,55,Condominium/Strata,27.785858154296875
188,-79.5204723,43.7957594,Ontario,2500.0,2,1,2,2,51,Condominium/Strata,24.926136016845703
189,-79.6873099,43.44747329999999,Ontario,1900.0,2,1,2,1,5,Condominium/Strata,21.576343536376953
190,-78.70649209999998,43.9066828,Ontario,319900.0,1,1,2,1,28,Condominium/Strata,36.085426330566406
191,-79.7289894,43.5512621,Ontario,3650.0,2,3,4,4,47,Freehold,25.45278549194336
192,-79.2873513,42.99991110000001,Ontario,829900.0,1,3,3,3,62,Freehold,51.151123046875
193,-77.406696,44.177837,Ontario,259900.0,1,3,2,3,11,Freehold,38.16195297241211
194,-79.718576,43.710819,Ontario,630000.0,1,3,3,2,37,Freehold,28.290420532226562
195,-79.391138,43.64787000000001,Ontario,486900.0,1,1,1,1,29,Condominium/Strata,25.73882484436035
196,-79.3386881,43.8528627,Ontario,628000.0,1,1,2,2,108,Condominium/Strata,36.17341995239258
197,-79.3857111,43.6611321,Ontario,678000.0,1,1,2,2,68,Condominium/Strata,27.50387954711914
198,-79.56976479999999,43.6518351,Ontario,298888.0,1,1,2,1,3,Condominium/Strata,27.84552001953125
199,-80.249391,43.17276500000001,Ontario,295000.0,1,1,3,2,68,Condominium,28.939855575561523
200,-79.6392089,44.347629,Ontario,559900.0,1,3,3,4,46,Freehold,41.88983154296875
201,-79.3255116,43.7960789,Ontario,459900.0,1,1,3,2,57,Condominium/Strata,31.5932559967041
202,-79.79933630000002,43.7274264,Ontario,435500.0,1,6,3,2,7,Freehold,24.690044403076172
203,-80.557439,43.463229,Ontario,729900.0,1,3,5,4,28,Freehold,37.177947998046875
204,-79.6189436,43.72023710000001,Ontario,1099900.0,1,3,7,5,7,Freehold,36.45283508300781
205,-79.7515424253652,43.439621469261596,Ontario,639500.0,1,6,3,3,9,Condominium/Strata,34.19403076171875
206,-78.7590622,44.3405096,Ontario,527500.0,1,3,5,3,122,Freehold,40.973758697509766
207,-83.062426,42.287056,Ontario,164900.0,1,3,2,1,6,Freehold,33.65569305419922
208,-80.525425,43.42302100000001,Ontario,397000.0,1,3,4,2,25,Freehold,24.46816635131836
209,-79.451567,44.0888519,Ontario,2400.0,2,3,4,4,48,Freehold,33.529022216796875
210,-79.64761700000003,43.5811868,Ontario,2190.0,2,1,2,1,7,Condominium/Strata,17.836563110351562
211,-77.1317,43.999074,Ontario,195900.0,1,3,1,1,58,Freehold,40.054412841796875
212,-79.3973372,43.6403804,Ontario,2200.0,2,1,2,1,2,Condominium/Strata,15.250334739685059
213,-79.48369509999998,43.6232891,Ontario,2600.0,2,1,3,2,22,Condominium/Strata,19.309080123901367
214,-79.8420385,43.5059934,Ontario,2500.0,2,3,4,3,46,Freehold,22.099782943725586
215,-78.01167199999998,44.959108,Ontario,749000.0,1,3,1,0,122,Freehold,62.48199462890625
216,-80.507645,43.412414,Ontario,399000.0,1,3,3,2,17,Freehold,24.46816635131836
217,-79.20191,43.119248,Ontario,219900.0,1,3,3,1,3,Freehold,29.956680297851562
218,-79.176066,43.755088,Ontario,849000.0,1,3,3,2,87,Freehold,37.03010177612305
219,-79.3677633,43.6527783,Ontario,2350.0,2,1,2,2,6,Condominium/Strata,16.89358139038086
220,-79.624596,43.512127,Ontario,558000.0,1,6,4,2,12,Condominium/Strata,29.891223907470703
221,-81.369244,42.91332,Ontario,599900.0,1,3,4,0,172,Freehold,54.54866409301758
222,-80.29427700000002,42.84634000000001,Ontario,459900.0,1,3,5,4,28,Freehold,39.04254913330078
223,-79.7081726,43.4972675,Ontario,659900.0,1,1,2,2,18,Condominium/Strata,34.409080505371094
224,-79.07497,43.239895,Ontario,1268000.0,1,3,5,5,165,Freehold,67.40071868896484
225,-79.62015799999998,43.598512,Ontario,537000.0,1,6,3,2,22,Condominium,29.39902114868164
226,-80.365219,43.577809,Ontario,724900.0,1,3,4,3,80,Freehold,30.94403076171875
227,-79.37605490000001,43.6460983,Ontario,669000.0,1,1,2,1,27,Condominium/Strata,27.50387954711914
228,-80.53857099999998,43.439571,Ontario,700000.0,1,3,3,4,4,Freehold,36.9343147277832
229,-79.3391785,43.852333,Ontario,429000.0,1,1,2,1,44,Condominium/Strata,33.32957458496094
230,-79.61058340000002,43.5614368,Ontario,2699850.0,1,3,5,6,118,Freehold,62.961936950683594
231,-79.586399,43.193761,Ontario,659900.0,1,3,2,2,18,Freehold,45.7351188659668
232,-81.98505899999998,46.279176,Ontario,399000.0,1,3,3,2,64,Freehold,85.54574584960938
233,-79.4135938,43.7655711,Ontario,409900.0,1,1,1,1,23,Condominium/Strata,27.42689323425293
234,-81.267684,42.946124,Ontario,419900.0,1,3,4,3,7,Freehold,27.130542755126953
235,-79.2816049,43.6850759,Ontario,1099000.0,1,3,3,2,21,Freehold,31.14491081237793
236,-79.7408419,43.646538,Ontario,2000.0,2,3,3,3,45,Freehold,19.399856567382812
237,-75.72926700000002,45.272722,Ontario,534900.0,1,3,4,3,13,Freehold,36.43373489379883
238,-79.79176109999999,43.3954338,Ontario,344900.0,1,1,1,1,10,Condominium/Strata,30.320175170898438
239,-79.4251578,43.8419352,Ontario,1700.0,2,1,1,1,4,Condominium/Strata,22.307064056396484
240,-79.3747254,43.6493345,Ontario,2295.0,2,1,1,1,40,Condominium/Strata,15.250334739685059
241,-79.40279790000002,43.6468075,Ontario,2050.0,2,1,1,1,4,Condominium/Strata,15.250334739685059
242,-78.507774,45.048857,Ontario,209000.0,1,3,3,2,41,Freehold,41.010581970214844
243,-79.31503000000002,46.235974,Ontario,289900.0,1,3,3,2,84,Freehold,58.313724517822266
244,-80.261528,44.519576,Ontario,443900.0,1,19,3,2,49,Condominium,48.05147171020508
245,-79.78162050247191,43.760554982824004,Ontario,698811.0,1,6,4,3,15,Freehold,29.562294006347656
246,-80.39136500000002,43.642969,Ontario,759900.0,1,3,4,3,28,Freehold,33.58268356323242
247,-79.788136,43.234625,Ontario,399900.0,1,3,2,2,27,Freehold,26.923612594604492
248,-79.4679454,43.6536497,Ontario,3200.0,2,1,3,2,6,Condominium/Strata,18.761505126953125
249,-80.950101,46.512274,Ontario,349900.0,1,3,5,3,81,Freehold,64.69610595703125
250,-76.02341159999997,44.40522360000001,Ontario,249900.0,1,3,4,2,32,Freehold,56.39791488647461
251,-81.224408,42.992156,Ontario,199900.0,1,3,2,1,7,Freehold,24.79854393005371
252,-82.94232029999998,42.3259929,Ontario,239900.0,1,3,3,1,25,Freehold,30.327072143554688
253,-79.56736140000002,43.6498993,Ontario,2600.0,2,6,3,3,15,Condominium/Strata,19.478656768798828
254,-79.726156,43.746558,Ontario,1950.0,2,3,3,2,18,Freehold,20.605636596679688
255,-79.4033004,43.6361646,Ontario,2100.0,2,1,2,1,8,Condominium/Strata,15.250334739685059
256,-79.3826747,43.659329,Ontario,1590000.0,1,1,3,3,120,Condominium/Strata,36.244590759277344
257,-79.5852523,43.641322,Ontario,769000.0,1,3,3,3,9,Freehold,28.377220153808594
258,-76.149746,44.846818,Ontario,449000.0,1,3,4,3,125,Freehold,57.9386100769043
259,-79.22358270000002,43.7688039,Ontario,699000.0,1,3,5,1,35,Freehold,32.228424072265625
260,-79.2382205,43.887252200000006,Ontario,2550.0,2,3,4,4,5,Freehold,27.78475570678711
261,-79.8400254,43.5698651,Ontario,2200.0,2,3,5,2,38,Freehold,20.51181983947754
262,-81.147087,44.132095,Ontario,224900.0,1,3,3,2,30,Freehold,36.44761657714844
263,-80.295754,43.345541,Ontario,329900.0,1,3,3,2,2,Freehold,25.00572967529297
264,-79.52857540000002,43.71181729999999,Ontario,1099000.0,1,3,6,4,14,Freehold,31.818603515625
265,-79.26573,43.139392,Ontario,459990.0,1,3,4,2,23,Freehold,36.18655776977539
266,-79.4654226,43.8305385,Ontario,2360000.0,1,3,8,6,70,Freehold,64.88178253173828
267,-80.08493490000002,43.978111,Ontario,1377000.0,1,3,4,4,317,Freehold,64.65532684326172
268,-79.39221620000002,43.6429445,Ontario,2300.0,2,1,2,1,5,Condominium/Strata,15.68500804901123
269,-79.26275090000001,43.8443894,Ontario,1300.0,2,3,3,1,30,Freehold,24.91457748413086
270,-82.495287,42.30620800000001,Ontario,329900.0,1,3,2,1,24,Freehold,37.365997314453125
271,-79.694681,44.39737,Ontario,1300.0,2,3,1,1,29,Freehold,39.09862518310547
272,-79.4152207,43.7831368,Ontario,2400.0,2,1,3,2,6,Condominium/Strata,21.736833572387695
273,-79.46414809999997,43.75140570000001,Ontario,429999.0,1,1,1,1,21,Condominium/Strata,27.64948844909668
274,-75.669726,45.347327,Ontario,209900.0,1,6,3,2,28,Condominium/Strata,36.642452239990234
275,-79.61873299999998,42.916422,Ontario,529900.0,1,3,4,4,56,Freehold,43.888771057128906
276,-79.4639723,43.7505012,Ontario,2150.0,2,1,1,1,7,Condominium/Strata,16.874210357666016
277,-79.23222879999999,43.80813,Ontario,779000.0,1,3,4,3,13,Freehold,35.853065490722656
278,-81.061786,44.278772,Ontario,299000.0,1,3,3,2,16,Freehold,36.44761657714844
279,-79.282455,44.777845,Ontario,179000.0,1,3,1,1,15,Freehold,46.1908073425293
280,-79.701557,43.4957684,Ontario,1630000.0,1,3,6,5,8,Freehold,45.13739776611328
281,-77.800533,44.267008,Ontario,429900.0,1,3,3,2,177,Freehold,36.3339729309082
