longitude,latitude,price,buildingTypeId,style,airConditioning,washrooms,basement1,cableTVIncluded,cacIncluded,familyRoom,fireplaceStove,heatSource,garageType,heatType,kitchens,parkingSpaces,parkingIncluded,room1,room1Length,room1Width,room2,room2Length,room2Width,room3,room3Length,room3Width,room4,room4Length,room4Width,room5,room5Length,room5Width,rooms,streetDirection,waterIncluded,totalParkingSpaces,daysOnMarket,bedrooms
-79.886577,43.5257379,429000.0,6,2,0,2.0,3,2,1,0,0,1,0,2,1.0,1.0,2,17,4.46,3.62,9,3.29,2.7,13,3.26,2.52,17,4.02,3.19,5,4.03,3.02,8.0,2,2,2.0,11,4.0
-78.8293045,44.2052412,539988.0,3,9,0,3.0,0,0,0,1,1,3,0,2,1.0,4.0,0,14,4.05,3.75,9,3.69,3.69,16,4.42,4.27,9,5.36,4.3,21,3.67,3.66,8.0,0,0,6.0,15,5.0
-79.376994,43.64304600000001,3050.0,1,4,0,2.0,6,1,2,1,0,0,7,2,1.0,1.0,2,17,12.88,8.98,9,12.88,8.98,13,6.84,5.18,17,7.88,6.87,0,10.33,10.15,2.0,0,2,1.0,24,2.0
-79.3816605,43.6610457,2300.0,1,4,0,1.0,6,1,2,1,0,1,7,2,1.0,0.0,1,18,3.03,2.93,8,2.41,2.16,16,4.57,3.2,8,4.57,3.2,16,3.03,2.93,5.0,1,2,0.0,21,2.0
-79.2575808,43.774003,2500.0,1,4,0,2.0,6,1,2,0,0,1,7,2,1.0,1.0,2,17,5.36,3.32,9,5.36,3.32,13,2.44,2.32,17,3.35,3.23,0,2.44,2.32,5.0,0,2,1.0,14,2.0
-79.7429887,43.6807818,594500.0,3,9,0,2.0,3,0,0,0,0,1,4,2,1.0,6.0,0,17,4.24,3.86,9,3.0,2.78,13,3.43,2.86,17,3.5,3.18,0,2.92,2.85,6.0,0,0,6.0,5,5.0
-79.3178165,43.801356,355000.0,1,4,1,1.0,6,1,1,0,0,0,7,0,1.0,1.0,2,17,6.05,3.17,9,3.65,3.18,13,3.77,2.47,17,4.59,2.95,0,3.95,2.5,6.0,0,2,1.0,38,2.0
-79.471819,44.0595909,499000.0,3,2,1,2.0,3,0,0,0,0,1,4,2,1.0,3.0,0,17,20.01,17.71,9,8.66,8.53,13,10.5,7.87,17,12.46,9.18,0,9.84,8.86,3.0,0,0,0.0,35,3.0
-79.4432703,43.7542374,2200.0,1,4,0,1.0,6,1,2,0,0,1,7,2,1.0,1.0,2,17,5.13,3.38,9,5.13,3.38,13,2.59,2.26,17,3.35,3.02,8,2.59,1.95,5.0,4,2,1.0,12,2.0
-79.386151,43.669846,4250.0,1,4,0,2.0,6,1,2,0,0,1,7,2,1.0,1.0,2,17,5.17,3.72,9,4.18,3.02,13,2.77,2.15,17,3.08,4.0,0,3.77,3.51,5.0,1,2,1.0,35,2.0
-79.386151,43.669846,4250.0,1,4,0,2.0,6,1,2,0,0,1,7,2,1.0,1.0,2,17,5.17,3.72,9,4.18,3.02,13,2.77,2.15,17,3.08,4.0,0,3.77,3.51,5.0,1,2,1.0,35,5.0
-79.75069,43.7117174,574900.0,3,2,0,3.0,3,0,0,0,0,1,4,2,1.0,3.0,0,17,4.7,3.44,13,3.28,5.67,6,3.28,5.67,17,5.7,3.02,0,3.32,3.24,7.0,0,0,3.0,10,3.0
-78.91254509999997,44.1611343,2300.0,3,2,1,2.0,1,1,1,0,1,5,0,4,1.0,6.0,2,17,7.09,3.56,9,7.09,3.56,13,2.85,3.59,10,2.73,2.25,15,7.01,4.21,6.0,0,1,6.0,72,3.0
-79.7950671,43.7235045,599000.0,3,2,0,3.0,2,0,0,0,1,1,0,2,1.0,2.0,0,17,4.07,3.1,9,2.9,2.65,13,4.4,2.65,17,3.96,3.03,0,2.87,2.4,6.0,0,0,3.0,13,4.0
-79.70898340000002,43.5269729,788000.0,3,2,0,3.0,11,0,0,1,1,1,1,2,1.0,2.0,0,17,3.3,3.85,9,3.2,3.3,13,3.12,3.45,9,3.22,4.8,21,5.3,4.0,7.0,0,0,3.0,7,3.0
-79.7188007,43.4082595,799999.0,3,2,0,3.0,4,0,0,0,0,1,0,2,1.0,4.0,0,17,5.16,3.37,9,3.23,2.92,13,3.35,2.74,17,4.19,3.32,5,2.97,2.94,12.0,0,0,5.0,17,4.0
-79.81366170000003,43.6807401,1900.0,3,2,0,4.0,3,1,1,1,1,1,1,2,1.0,1.0,2,17,7.2,2.75,9,7.2,2.75,13,5.4,2.6,17,6.0,3.1,0,3.0,2.7,6.0,0,1,2.0,11,4.0
-79.7673454,43.4308349,1168880.0,3,2,0,4.0,2,0,0,1,1,1,0,2,1.0,2.0,0,17,4.48,3.63,9,4.29,3.63,9,5.3,3.63,12,6.4,5.6,6,6.4,5.6,13.0,0,0,4.0,5,4.0
-79.4757895,43.7363766,1600.0,6,18,0,1.0,6,1,1,0,0,1,6,2,1.0,1.0,2,17,6.45,2.87,9,6.45,2.87,13,6.45,2.87,17,3.53,2.49,8,2.61,2.49,5.0,0,1,1.0,13,2.0
-79.3808286,43.7762972,3300.0,3,6,0,3.0,3,1,1,1,1,1,0,2,1.0,4.0,2,14,4.43,4.26,6,3.19,3.7,16,7.08,4.91,8,7.08,4.91,21,4.7,4.24,10.0,0,1,6.0,6,4.0
-79.3808286,43.7762972,3300.0,3,6,0,3.0,3,1,1,1,1,1,0,2,1.0,4.0,2,14,4.43,4.26,6,3.19,3.7,16,7.08,4.91,8,7.08,4.91,21,4.7,4.24,10.0,0,1,6.0,6,4.0
-79.64606690000002,43.58516820000001,399900.0,1,4,0,1.0,6,1,1,1,0,1,7,2,1.0,1.0,2,17,5.48,3.65,9,5.48,3.65,13,2.43,2.43,17,3.35,3.04,17,0.8,0.8,4.0,0,1,1.0,26,1.0
-78.596938,43.913241,524900.0,3,2,0,3.0,11,0,0,1,0,1,0,2,1.0,4.0,0,11,4.35,2.72,16,6.85,2.99,8,6.85,2.99,12,5.6,2.89,21,5.28,4.31,7.0,0,0,5.0,22,3.0
-79.15328790000002,43.7982745,925000.0,3,2,0,4.0,3,0,0,1,1,1,0,2,1.0,4.0,0,17,5.54,3.94,9,3.94,3.76,13,10.77,3.33,11,5.51,4.42,17,2.29,1.73,8.0,0,0,6.0,21,4.0
-79.2509685,43.76922860000001,789000.0,3,15,0,2.0,3,0,0,0,0,1,4,2,1.0,4.0,0,17,4.68,3.69,9,3.03,2.47,13,3.21,2.96,17,4.48,3.35,0,3.1,2.77,6.0,0,0,4.0,27,5.0
-79.4410178,44.0611133,799900.0,3,2,0,3.0,2,0,0,1,1,1,0,2,1.0,4.0,0,17,4.69,4.0,9,3.04,3.54,13,5.1,3.8,9,5.36,3.32,21,3.52,5.63,7.0,0,0,6.0,38,4.0
-78.95496390000002,43.9656568,750000.0,3,2,0,3.0,3,0,0,1,1,1,1,2,1.0,4.0,0,14,4.89,2.43,6,4.89,2.99,9,4.82,3.55,15,3.35,3.2,9,3.2,2.86,9.0,0,0,6.0,18,3.0
-79.7900752,43.21146760000001,629900.0,3,10,0,3.0,3,0,0,0,0,1,0,2,1.0,2.0,0,14,3.0,2.98,9,2.98,2.28,16,4.19,5.27,17,3.47,3.24,0,2.98,3.2,6.0,0,0,3.0,39,5.0
-79.5134033,43.7036018,769900.0,3,9,0,2.0,0,0,0,0,0,1,3,2,1.0,4.0,0,17,4.8,3.1,9,4.8,3.1,13,3.77,3.0,17,3.64,2.83,5,2.76,2.68,5.0,0,0,5.0,15,3.0
-79.110551,43.830988,1299900.0,3,2,0,5.0,3,0,0,1,1,1,0,2,1.0,10.0,0,14,6.87,3.86,6,2.97,2.52,9,5.8,4.17,7,5.31,3.62,9,5.93,3.47,11.0,0,0,12.0,28,6.0
-79.465906,43.7511249,419000.0,1,4,0,2.0,6,1,2,0,0,1,7,2,1.0,1.0,2,14,2.25,2.61,16,3.25,5.8,8,3.25,5.8,7,2.1,2.9,21,3.15,3.65,5.0,0,2,1.0,6,2.0
-78.8355228,43.8847769,413500.0,3,9,0,2.0,3,0,0,0,0,3,4,2,1.0,4.0,0,17,6.09,3.35,9,6.09,3.35,5,3.06,3.35,5,3.44,2.44,16,3.35,2.44,5.0,1,0,4.0,11,3.0
-79.3479312,43.8737677,1580000.0,3,9,0,3.0,4,0,0,1,1,1,0,2,1.0,4.0,0,17,5.08,3.45,9,4.57,3.45,9,5.08,3.45,12,3.55,3.35,6,3.96,3.04,7.0,0,0,6.0,14,3.0
-79.28248559999999,43.7426492,474900.0,6,3,1,2.0,3,1,1,0,0,0,1,0,1.0,1.0,2,17,8.2,4.66,9,8.2,4.66,13,4.86,2.29,17,3.94,3.76,0,5.0,2.4,8.0,0,2,2.0,30,3.0
-79.7305655,43.382439,1695000.0,3,2,0,5.0,3,0,0,1,1,1,1,2,1.0,4.0,0,17,7.77,3.66,9,7.77,3.66,13,3.66,3.66,6,3.66,3.35,11,5.05,4.42,10.0,0,0,6.0,13,6.0
-79.46406,43.792064,1197000.0,3,2,0,4.0,0,0,0,1,1,1,0,2,1.0,5.0,0,17,5.44,3.38,9,3.02,3.02,13,3.02,3.0,9,4.48,3.64,21,5.0,3.66,10.0,0,0,7.0,14,4.0
-79.37574659999999,43.8938065,799800.0,6,3,0,4.0,11,0,0,0,1,1,1,2,1.0,1.0,0,2,4.57,2.98,13,3.68,3.6,12,5.26,3.91,8,4.13,2.57,21,4.18,3.41,7.0,0,0,2.0,42,4.0
-79.805579066342,43.6761926927882,849900.0,3,2,0,4.0,0,0,0,1,1,1,1,2,1.0,2.0,0,17,3.67,3.06,9,3.67,3.06,9,5.07,3.67,12,3.36,2.45,6,3.36,3.06,9.0,0,0,4.0,10,6.0
-79.60674,43.535358,769900.0,6,2,0,3.0,2,1,1,0,1,1,0,2,1.0,1.0,2,17,4.97,2.95,9,3.62,3.36,13,4.26,2.66,17,4.2,4.15,0,4.26,2.77,6.0,4,1,2.0,8,3.0
-79.7141771,43.3933922,749000.0,1,4,0,2.0,6,1,2,0,1,1,7,2,1.0,0.0,2,17,6.38,6.02,13,3.12,2.97,7,3.17,2.51,17,4.65,3.33,0,3.66,3.1,5.0,4,2,1.0,38,2.0
-79.08647090000002,43.8830691,2000.0,6,2,0,3.0,6,1,2,0,0,1,1,2,1.0,3.0,2,17,6.05,4.22,9,6.05,4.22,13,3.46,2.75,6,3.46,3.05,21,4.22,4.22,9.0,0,1,2.0,11,3.0
-79.78179859999999,43.6733804,829900.0,3,2,0,4.0,3,0,0,1,1,1,0,2,1.0,2.0,0,17,4.88,3.38,9,4.19,3.07,9,5.21,3.38,12,3.07,2.92,6,4.32,2.82,10.0,0,0,4.0,7,5.0
-79.5556159,43.7249515,949900.0,3,7,0,4.0,3,0,0,1,1,1,1,2,1.0,4.0,0,14,4.57,3.66,6,3.5,3.66,16,4.26,4.11,8,3.66,3.35,21,4.57,3.96,10.0,0,0,6.0,15,4.0
-79.41159300000002,43.8854666,980000.0,3,2,0,3.0,3,0,0,0,0,1,1,2,1.0,4.0,0,17,5.72,3.3,9,5.72,3.3,13,2.92,2.77,6,3.0,2.92,12,2.01,1.57,7.0,0,0,5.0,14,3.0
-79.6579453,43.7816009,774900.0,3,2,0,4.0,0,0,0,1,1,1,1,2,1.0,5.0,0,17,5.51,3.83,9,5.51,3.83,13,5.72,3.37,6,5.72,3.37,11,5.72,3.37,13.0,0,0,6.0,33,5.0
-79.8594481,43.8768646,668900.0,6,2,0,3.0,4,0,0,1,0,1,1,2,1.0,1.0,0,13,4.72,5.73,9,3.05,4.21,13,3.54,2.9,17,3.6,4.48,0,3.54,3.23,7.0,0,0,2.0,10,4.0
-79.4236984,43.6805149,1189000.0,3,2,0,3.0,3,0,0,0,0,1,3,2,1.0,0.0,0,20,3.81,1.83,16,6.1,2.97,8,6.1,2.97,12,4.04,3.68,21,3.33,3.15,6.0,0,0,1.0,9,3.0
-79.4236984,43.6805149,1189000.0,3,2,0,3.0,3,0,0,0,0,1,3,2,1.0,0.0,0,20,3.81,1.83,16,6.1,2.97,8,6.1,2.97,12,4.04,3.68,21,3.33,3.15,6.0,0,0,1.0,9,3.0
-79.4289761,43.7933009,934900.0,3,5,0,3.0,0,0,0,1,0,1,0,2,1.0,2.0,0,17,6.3,3.6,9,3.29,3.14,13,5.09,2.46,17,3.92,3.33,0,2.73,3.68,6.0,0,0,3.0,12,5.0
-79.4289761,43.7933009,934900.0,3,5,0,3.0,0,0,0,1,0,1,0,2,1.0,2.0,0,17,6.3,3.6,9,3.29,3.14,13,5.09,2.46,17,3.92,3.33,0,2.73,3.68,6.0,0,0,3.0,12,5.0
-79.2113871,43.8007908,619900.0,3,2,0,3.0,3,0,0,1,0,1,4,2,1.0,6.0,0,17,6.81,2.59,9,6.81,2.59,13,4.65,2.59,5,4.12,2.59,21,3.35,4.34,8.0,0,0,6.0,24,6.0
-79.4171121,43.778926,3100.0,1,4,0,2.0,11,1,2,0,0,1,7,2,1.0,1.0,2,17,5.81,4.32,9,4.32,5.81,13,3.38,2.47,17,3.82,3.15,0,3.31,2.77,6.0,0,2,1.0,18,3.0
-79.4171121,43.778926,3100.0,1,4,0,2.0,11,1,2,0,0,1,7,2,1.0,1.0,2,17,5.81,4.32,9,4.32,5.81,13,3.38,2.47,17,3.82,3.15,0,3.31,2.77,6.0,0,2,1.0,18,4.0
-79.755471,43.648224,615000.0,6,2,0,4.0,3,0,0,1,1,1,0,2,1.0,1.0,0,17,4.42,3.45,9,2.91,2.64,6,1.38,2.35,12,4.34,2.88,11,5.3,4.13,7.0,0,0,2.0,9,4.0
-78.841903,43.91894310000001,435000.0,3,2,0,2.0,3,0,0,0,0,1,4,2,1.0,2.0,0,17,4.27,3.66,13,3.43,3.0,8,3.48,2.57,30,5.0,2.74,21,3.91,3.66,7.0,0,0,2.0,10,3.0
-79.54880229999998,44.2948,679900.0,3,2,1,3.0,11,0,0,1,1,1,0,2,1.0,4.0,0,12,3.66,2.13,12,3.66,4.15,8,3.69,3.84,12,4.15,2.74,6,4.15,2.62,8.0,0,0,6.0,48,4.0
-79.2808783,43.7775025,433000.0,1,4,0,2.0,6,1,1,0,0,1,7,2,1.0,1.0,2,17,5.49,3.05,9,5.49,3.05,13,2.32,2.41,17,3.35,3.4,0,2.44,2.74,5.0,0,1,1.0,17,2.0
-79.4888498,44.0375016,699900.0,6,2,0,3.0,4,0,0,1,1,1,1,2,1.0,4.0,0,9,9.3,2.94,10,9.3,2.94,13,5.48,2.69,17,6.34,4.36,0,4.47,3.13,6.0,0,0,5.0,13,3.0
-79.7010865,44.3872465,325000.0,6,2,1,2.0,3,2,1,0,0,1,0,2,1.0,1.0,2,14,4.05,3.56,16,6.09,3.32,18,4.91,4.05,0,3.36,2.46,1,2.98,2.95,5.0,0,1,2.0,14,3.0
-79.404535,43.6370874,1950.0,19,4,0,1.0,6,1,2,0,0,1,7,2,1.0,0.0,1,17,6.61,3.29,9,6.61,3.29,13,6.61,3.29,7,2.43,2.62,5,2.74,3.71,5.0,0,2,0.0,6,2.0
-79.26176509999998,43.7728097,1880.0,1,4,0,1.0,6,1,2,0,0,1,7,2,1.0,1.0,2,17,6.78,3.05,9,6.78,3.5,13,2.44,2.44,17,3.96,2.9,8,2.9,2.51,4.0,0,2,1.0,39,2.0
-79.4161002,43.7695357,849800.0,1,12,0,3.0,6,1,2,0,0,1,7,2,1.0,1.0,2,12,2.2,1.77,16,5.55,3.65,8,5.55,3.65,12,5.53,2.45,21,3.8,3.1,5.0,0,2,1.0,8,3.0
-79.40898759999997,43.6757703,5300.0,6,3,0,4.0,3,1,2,0,1,1,3,2,1.0,1.0,2,12,3.0,1.95,16,5.89,4.37,8,4.57,3.3,12,5.95,2.21,21,5.79,4.39,6.0,0,2,1.0,9,4.0
-79.5219064,43.6209958,1800.0,1,4,0,1.0,6,1,1,0,0,1,7,2,1.0,1.0,2,17,3.7,3.01,9,3.1,3.01,13,3.47,3.62,17,2.04,2.13,17,1.07,1.83,4.0,0,2,1.0,6,1.0
-79.7305219,43.5807722,579900.0,6,2,0,2.0,3,1,1,1,0,1,1,2,1.0,1.0,2,17,5.21,3.05,9,5.21,3.05,13,3.23,2.44,6,2.77,2.46,21,5.03,3.3,10.0,4,1,2.0,5,3.0
-79.41365970000003,43.8823755,1399000.0,3,2,0,5.0,3,0,0,1,1,1,1,2,1.0,4.0,0,17,5.82,3.35,9,5.82,3.35,13,3.66,3.25,6,3.35,2.64,11,4.57,3.96,9.0,0,0,6.0,6,5.0
-79.8257567,43.6995024,639900.0,6,2,0,4.0,3,0,0,1,0,1,1,2,1.0,2.0,0,12,1.78,1.13,16,4.27,5.9,8,4.27,5.9,12,2.86,2.47,6,2.46,2.54,9.0,0,0,3.0,12,5.0
-79.4015886,43.6344756,3190.0,1,4,0,2.0,6,1,2,0,0,1,7,2,1.0,1.0,2,12,3.44,1.22,16,6.52,4.42,8,6.52,4.42,12,6.52,4.42,21,3.26,4.2,5.0,0,2,1.0,8,5.0
-79.4015886,43.6344756,3190.0,1,4,0,2.0,6,1,2,0,0,1,7,2,1.0,1.0,2,12,3.44,1.22,16,6.52,4.42,8,6.52,4.42,12,6.52,4.42,21,3.26,4.2,5.0,0,2,1.0,8,3.0
-79.6976083,44.3766908,2400.0,3,2,0,4.0,11,1,1,1,1,1,1,2,1.0,6.0,2,17,3.66,3.2,9,3.66,3.2,9,5.18,3.9,6,3.47,3.47,16,3.84,3.47,10.0,0,1,9.0,49,4.0
-79.3977947,43.6383175,2880.0,1,4,0,2.0,6,1,2,0,0,1,7,2,1.0,1.0,2,17,6.66,6.15,9,6.66,6.15,13,6.66,6.15,17,3.55,3.49,0,3.3,3.19,5.0,0,2,1.0,9,5.0
-79.3977947,43.6383175,2880.0,1,4,0,2.0,6,1,2,0,0,1,7,2,1.0,1.0,2,17,6.66,6.15,9,6.66,6.15,13,6.66,6.15,17,3.55,3.49,0,3.3,3.19,5.0,0,2,1.0,9,2.0
-79.553552,43.6017596,1598000.0,3,2,0,4.0,3,0,0,0,1,1,1,2,1.0,2.0,0,17,5.76,3.99,13,3.08,2.99,8,5.76,3.99,17,3.99,4.9,0,3.77,4.72,8.0,0,0,3.0,28,4.0
-79.6256026,43.5586586,2499900.0,3,2,0,4.0,11,0,0,1,1,1,0,2,1.0,7.0,0,17,4.42,3.96,9,4.42,4.27,13,5.03,3.35,6,4.88,3.96,11,5.79,4.72,10.0,4,0,10.0,10,4.0
-78.7884025,43.9142698,354000.0,6,2,0,2.0,6,1,1,1,1,0,4,3,1.0,1.0,2,14,4.94,2.79,10,3.54,7.37,8,3.54,7.37,5,3.43,4.54,21,3.57,4.95,5.0,0,2,1.0,17,2.0
-79.8150527,43.3821311,945900.0,3,2,0,3.0,3,0,0,1,1,1,0,2,1.0,2.0,0,9,3.18,3.3,13,6.05,3.71,9,5.18,3.35,15,5.0,3.3,21,4.57,3.58,7.0,0,0,4.0,23,3.0
-79.755849,43.579534,529900.0,6,2,0,4.0,0,1,1,0,1,1,1,2,2.0,1.0,2,17,6.17,3.66,9,2.72,2.43,13,3.45,2.34,17,4.19,3.76,0,4.93,3.15,6.0,0,1,2.0,13,3.0
-79.44809317588809,44.097193011870395,1229900.0,3,2,0,5.0,11,0,0,1,1,1,0,2,1.0,4.0,0,17,3.47,4.33,9,3.54,4.33,13,4.88,2.44,6,4.23,2.78,11,5.79,3.66,10.0,0,0,6.0,40,5.0
-79.301053,44.1452201,799000.0,3,2,0,3.0,4,0,0,1,1,1,0,2,1.0,4.0,0,12,4.08,2.28,16,5.51,3.0,9,5.51,3.62,8,3.62,3.44,16,3.62,2.77,11.0,0,0,6.0,14,4.0
-79.7232724,43.8700549,619999.0,6,2,0,4.0,3,0,0,0,0,1,1,2,1.0,4.0,0,14,5.64,2.52,16,5.64,2.97,8,5.64,2.97,17,5.69,3.3,0,3.3,2.92,6.0,0,0,4.0,28,3.0
-79.3061067,43.6775831,799900.0,3,2,0,1.0,4,0,0,0,0,1,4,2,1.0,1.0,0,17,3.96,7.68,9,3.96,7.68,13,3.17,4.01,30,4.04,1.78,21,4.04,3.96,6.0,0,0,1.0,15,3.0
-79.4504372,43.78000770000001,705000.0,6,2,4,2.0,3,1,1,0,1,0,0,0,1.0,1.0,2,17,4.41,6.01,9,4.11,3.35,13,4.27,2.89,10,2.28,1.52,21,5.63,3.35,6.0,0,2,2.0,16,3.0
-79.4504372,43.78000770000001,705000.0,6,2,4,2.0,3,1,1,0,1,0,0,0,1.0,1.0,2,17,4.41,6.01,9,4.11,3.35,13,4.27,2.89,10,2.28,1.52,21,5.63,3.35,6.0,0,2,2.0,16,4.0
-79.3261575,43.8655346,3200.0,3,2,0,4.0,3,1,1,1,1,0,0,2,1.0,2.0,2,17,18.04,11.81,9,13.95,11.81,13,12.14,9.35,6,12.14,10.34,11,17.72,11.31,9.0,0,1,4.0,13,4.0
-79.66400290000001,43.7927128,729000.0,3,2,0,3.0,11,0,0,0,0,1,0,2,1.0,2.0,0,17,6.24,2.93,9,6.24,2.93,13,2.68,3.96,6,2.74,2.32,21,5.06,4.26,7.0,0,0,3.0,13,3.0
-79.69383459999997,43.58100020000001,1249900.0,3,2,0,4.0,3,0,0,1,1,1,1,2,1.0,4.0,0,17,5.46,3.54,9,3.68,3.65,9,4.9,3.52,12,5.86,3.69,21,5.83,3.7,12.0,0,0,6.0,40,4.0
-79.3953756,43.7049816,3200.0,3,2,1,2.0,10,1,1,0,0,1,5,2,1.0,1.0,2,14,2.91,2.88,16,6.3,3.07,8,6.3,3.07,17,3.99,3.42,0,4.02,2.94,6.0,0,1,1.0,6,3.0
-80.1237319,43.9079419,509900.0,3,2,0,2.0,4,0,0,0,0,1,3,2,1.0,2.0,0,17,3.65,3.4,13,4.57,2.24,8,3.65,2.42,17,4.02,3.05,0,3.05,3.0,6.0,0,0,2.0,18,3.0
-79.483972,43.6214794,695000.0,1,4,0,2.0,6,1,2,0,0,1,7,2,1.0,1.0,2,17,2.51,3.25,9,2.51,3.25,13,2.72,3.91,17,3.12,3.81,0,2.82,2.97,6.0,0,2,1.0,10,3.0
-79.78325720000002,43.7622069,2200.0,6,2,0,3.0,11,1,1,1,0,1,0,2,1.0,2.0,2,17,3.98,2.44,10,4.88,3.69,13,3.35,2.74,6,3.35,2.99,21,5.18,3.69,7.0,0,1,3.0,15,3.0
-79.4149129,43.7755273,2200.0,1,4,0,1.0,6,1,2,0,0,1,7,2,1.0,1.0,2,17,4.83,3.05,9,2.94,2.66,13,2.78,2.36,17,3.3,2.86,8,3.03,2.64,4.0,0,2,1.0,19,2.0
-79.4149129,43.7755273,2200.0,1,4,0,1.0,6,1,2,0,0,1,7,2,1.0,1.0,2,17,4.83,3.05,9,2.94,2.66,13,2.78,2.36,17,3.3,2.86,8,3.03,2.64,4.0,0,2,1.0,19,3.0
-79.7210138,43.5512093,499000.0,1,4,0,2.0,6,1,2,0,0,0,7,2,1.0,1.0,2,17,4.9,8.0,13,2.9,3.9,18,4.9,2.99,0,4.9,2.5,4,2.4,2.8,6.0,0,2,1.0,26,2.0
-78.944537,43.9610438,629999.0,3,2,0,3.0,3,0,0,0,1,1,0,2,1.0,2.0,0,17,5.91,2.91,13,2.9,2.85,6,3.13,2.91,17,4.19,4.06,0,2.84,2.63,7.0,0,0,3.0,21,3.0
-79.53913979999999,44.2749322,399000.0,3,9,3,2.0,3,0,0,1,1,1,0,4,1.0,4.0,0,17,5.36,3.44,13,5.73,3.38,9,7.46,3.4,17,3.43,3.11,0,3.54,3.36,11.0,2,0,5.0,9,4.0
-79.57992209999998,43.7477413,269900.0,1,4,0,2.0,6,1,2,0,0,1,7,2,1.0,1.0,2,17,5.61,3.37,9,3.37,3.71,13,4.21,3.06,17,4.68,3.06,0,3.71,3.05,6.0,0,2,1.0,62,3.0
-79.4907801,44.061319,729000.0,3,2,0,3.0,3,0,0,1,0,1,0,2,1.0,3.0,0,14,3.63,3.05,6,3.63,2.45,9,4.95,3.83,15,5.2,3.4,21,5.33,4.57,11.0,0,0,3.0,17,3.0
-79.33881679999998,43.7885983,986000.0,3,7,0,3.0,10,0,0,1,0,1,1,2,1.0,3.0,0,17,3.4,7.6,9,3.4,7.6,13,2.8,5.6,17,2.3,4.5,0,280.0,3.2,11.0,0,0,4.0,17,6.0
-79.33881679999998,43.7885983,986000.0,3,7,0,3.0,10,0,0,1,0,1,1,2,1.0,3.0,0,17,3.4,7.6,9,3.4,7.6,13,2.8,5.6,17,2.3,4.5,0,280.0,3.2,11.0,0,0,4.0,17,4.0
-79.602733,43.745664700000006,599900.0,3,9,0,2.0,3,0,0,0,0,1,4,2,1.0,4.0,0,17,5.32,3.55,9,3.66,3.1,13,2.56,3.65,17,3.65,3.03,0,3.67,3.1,6.0,0,0,4.0,4,3.0
-79.6976083,44.3766908,899900.0,3,2,0,4.0,11,0,0,1,1,1,1,2,1.0,6.0,0,14,3.84,3.47,6,3.47,3.47,9,5.18,3.9,15,3.66,3.2,9,3.66,3.2,10.0,0,0,9.0,49,4.0
-79.2517842,43.7389603,779000.0,3,10,0,2.0,3,0,0,0,1,1,2,2,1.0,2.0,0,17,4.7,5.0,10,3.4,2.9,13,3.2,3.1,17,3.8,2.8,0,3.2,2.8,5.0,0,0,3.0,57,5.0
-79.73751290000001,43.5788718,799000.0,3,17,0,3.0,3,0,0,1,1,1,0,2,1.0,6.0,0,17,4.92,3.91,9,3.11,2.9,13,4.4,3.13,9,6.0,3.24,21,4.96,3.49,7.0,0,0,7.0,16,4.0
-79.2350717,43.740617,302900.0,1,4,4,1.0,6,2,1,0,0,1,7,2,1.0,1.0,2,17,5.48,3.3,9,2.75,2.6,13,4.09,2.3,17,4.67,3.09,8,2.65,2.2,4.0,0,2,1.0,31,2.0
-79.77670340000002,43.4331019,539800.0,6,3,0,2.0,6,0,0,0,0,1,0,2,1.0,1.0,0,12,3.43,1.5,14,4.42,1.85,9,3.96,4.8,8,2.92,2.87,16,3.91,1.19,8.0,0,0,2.0,19,3.0
-79.6205921,43.7953649,649000.0,3,2,0,3.0,3,0,0,1,1,1,0,2,1.0,4.0,0,12,2.1,1.4,16,7.25,3.86,8,7.25,3.86,12,5.15,3.05,6,5.15,3.05,7.0,0,0,5.0,21,3.0
-79.84899899999998,43.2646841,369900.0,6,1,1,1.0,11,0,0,1,0,1,5,2,1.0,1.0,0,17,6.76,4.32,13,2.87,2.84,18,4.32,2.26,0,3.33,1.96,1,6.12,4.24,5.0,2,0,1.0,21,3.0
-78.8707084,43.9193381,479000.0,3,9,1,3.0,3,0,0,0,1,1,0,2,2.0,4.0,0,14,3.6,4.2,16,5.6,4.2,8,3.5,3.33,17,4.7,4.33,0,3.65,3.1,7.0,0,0,6.0,15,5.0
-79.8346858,43.5265073,899900.0,3,2,0,3.0,4,0,0,1,1,1,0,2,1.0,2.0,0,17,3.66,3.05,9,4.17,3.66,9,5.49,3.96,12,3.66,2.9,6,4.11,2.74,9.0,0,0,4.0,36,4.0
-79.4685277,44.0004511,599000.0,6,2,0,3.0,6,1,2,0,0,1,7,2,1.0,1.0,2,14,2.44,2.44,16,4.36,5.46,8,4.36,5.46,17,2.81,3.66,0,2.72,2.96,5.0,0,1,1.0,22,2.0
-79.1122708,43.8460363,838800.0,3,6,0,3.0,3,0,0,1,1,1,0,2,1.0,4.0,0,14,4.81,3.63,6,4.81,3.63,8,4.3,3.36,15,4.3,3.36,21,4.54,3.63,8.0,0,0,6.0,17,3.0
-78.8711064,43.9217344,1780.0,3,0,0,1.0,9,1,1,0,0,1,0,2,1.0,4.0,2,12,3.53,1.92,13,2.78,3.15,6,2.71,3.2,15,3.45,4.25,0,3.13,2.45,4.0,2,1,4.0,11,3.0
