longitude,latitude,price,buildingTypeId,style,airConditioning,washrooms,basement1,cableTVIncluded,cacIncluded,familyRoom,fireplaceStove,heatSource,garageType,heatType,kitchens,parkingSpaces,parkingIncluded,room1,room1Length,room1Width,room2,room2Length,room2Width,room3,room3Length,room3Width,room4,room4Length,room4Width,room5,room5Length,room5Width,rooms,streetDirection,waterIncluded,totalParkingSpaces,daysOnMarket,bedrooms
-79.4483913,43.8146368,1099000.0,3,2,0,4.0,3,0,0,1,1,1,0,2,1.0,2.0,0,14,4.31,4.14,16,3.65,3.01,8,3.17,4.83,9,4.65,4.27,21,3.2,5.53,8.0,0,0,4.0,50,5.0
-79.5027923,43.8403396,2800.0,3,2,0,4.0,3,1,1,1,1,1,0,2,1.0,4.0,2,17,3.28,4.86,9,3.91,3.29,13,5.44,3.57,9,3.3,4.88,21,5.9,3.46,8.0,0,1,6.0,54,4.0
-79.42653709999998,44.6055584,359000.0,3,2,1,2.0,3,0,0,0,1,1,4,2,1.0,4.0,0,14,3.28,3.28,9,2.9,3.28,16,3.28,4.27,17,3.05,3.35,0,3.2,2.9,6.0,4,0,4.0,60,4.0
-79.3805797,43.6695928,899000.0,1,4,0,2.0,6,1,2,0,0,1,7,2,1.0,1.0,2,14,8.24,3.25,9,8.24,3.25,16,8.24,3.25,17,3.2,2.85,0,3.21,2.61,5.0,1,1,1.0,43,2.0
-79.3805797,43.6695928,899000.0,1,4,0,2.0,6,1,2,0,0,1,7,2,1.0,1.0,2,14,8.24,3.25,9,8.24,3.25,16,8.24,3.25,17,3.2,2.85,0,3.21,2.61,5.0,1,1,1.0,43,2.0
-79.3363241,43.732592,2800.0,3,10,0,2.0,3,1,1,1,1,1,0,2,1.0,4.0,2,17,24.57,13.28,9,24.57,13.28,13,13.45,11.12,17,13.32,12.17,0,9.51,10.0,6.0,0,1,5.0,22,5.0
-79.4125865,43.7655809,634800.0,1,4,0,2.0,6,1,1,0,0,1,7,2,1.0,1.0,2,17,5.88,3.0,9,5.88,3.9,13,2.43,2.43,17,4.0,3.0,0,3.35,2.74,6.0,0,2,1.0,21,3.0
-79.7618426,43.7519483,615000.0,6,2,0,3.0,4,0,0,1,1,1,1,2,1.0,2.0,0,17,6.13,3.08,9,6.13,3.08,13,5.67,3.84,6,5.67,3.84,21,4.04,3.38,8.0,0,0,3.0,35,3.0
-78.91748670000001,43.9154542,669900.0,3,2,0,4.0,3,0,0,1,1,1,0,2,1.0,2.0,0,17,3.35,7.01,9,3.35,7.01,9,3.08,4.27,6,3.08,2.44,16,3.08,2.74,9.0,0,0,4.0,34,4.0
-79.7109238,43.5481363,3500.0,3,2,0,4.0,3,1,2,1,1,1,1,2,1.0,2.0,2,11,6.14,3.18,16,6.02,3.15,8,4.38,3.23,12,3.96,3.07,6,3.38,2.6,9.0,0,1,4.0,16,7.0
-79.73948359999999,43.5707394,860000.0,3,2,0,3.0,4,0,0,1,1,1,0,2,1.0,4.0,0,17,4.81,3.35,9,3.3,3.05,13,3.9,3.35,9,4.6,3.6,21,4.9,3.3,7.0,0,0,6.0,54,3.0
-79.26777690000002,43.8256121,1490000.0,3,2,0,3.0,3,0,0,1,1,1,0,2,1.0,2.0,0,17,22.3,10.46,9,22.3,10.46,13,13.12,10.82,9,16.1,9.94,21,16.07,11.52,7.0,0,0,4.0,20,7.0
-79.8765922,43.2272394,439000.0,3,0,0,1.0,9,0,0,0,0,1,4,2,1.0,6.0,0,18,2.74,2.74,9,2.77,2.72,13,3.3,1.68,15,4.14,3.38,0,3.0,2.87,6.0,1,0,6.0,32,2.0
-79.8343725,43.2221754,2000.0,3,9,0,2.0,4,1,1,0,0,1,4,2,1.0,6.0,1,17,4.6,3.9,13,3.3,3.4,18,3.4,3.2,0,3.8,2.7,1,2.9,2.7,4.0,0,1,6.0,40,4.0
-79.80503979999997,43.3721003,879900.0,3,2,0,4.0,9,0,0,1,1,1,0,2,1.0,3.0,0,17,4.27,3.26,9,3.96,3.05,9,4.88,3.26,12,6.09,3.23,21,4.89,3.35,8.0,0,0,5.0,66,4.0
-78.364564,44.1547955,559900.0,3,2,0,4.0,0,0,0,1,0,5,3,2,1.0,10.0,0,14,3.86,2.72,6,4.25,3.75,12,6.91,5.56,13,4.07,3.49,21,5.35,3.25,8.0,0,0,14.0,50,4.0
-79.41292940000002,43.7713071,689900.0,1,4,0,2.0,6,1,2,0,0,1,7,2,1.0,1.0,2,17,6.44,5.88,9,6.44,5.88,13,4.66,2.55,17,4.75,3.05,0,3.35,2.75,5.0,0,2,1.0,32,3.0
-79.327511,43.7988817,1050000.0,3,2,0,3.0,3,0,0,1,1,1,0,2,1.0,4.0,0,17,5.2,4.1,9,4.1,3.45,13,4.57,3.5,9,4.8,4.05,21,5.0,3.6,8.0,0,0,6.0,37,4.0
-79.6766022,43.4823103,1074900.0,3,6,0,3.0,3,0,0,1,1,1,0,2,1.0,4.0,0,17,5.13,3.66,9,4.55,3.1,13,3.84,3.45,17,4.19,3.86,5,3.28,2.77,13.0,0,0,6.0,49,4.0
-79.36752290000003,43.7079169,5200.0,3,2,0,4.0,3,1,1,1,1,1,4,6,1.0,2.0,2,17,4.23,3.9,9,4.04,3.5,13,3.85,2.6,9,6.1,4.5,21,4.5,4.43,7.0,0,1,2.0,57,4.0
-79.3821482,43.6692119,899900.0,1,4,0,2.0,6,1,2,0,0,1,7,2,1.0,1.0,2,17,7.56,4.5,9,4.2,3.2,13,3.65,2.83,17,4.97,3.62,0,4.42,3.36,5.0,1,2,1.0,62,2.0
-79.3821482,43.6692119,899900.0,1,4,0,2.0,6,1,2,0,0,1,7,2,1.0,1.0,2,17,7.56,4.5,9,4.2,3.2,13,3.65,2.83,17,4.97,3.62,0,4.42,3.36,5.0,1,2,1.0,62,4.0
-79.25438740000001,43.8671672,816000.0,6,3,0,3.0,2,0,0,1,1,1,1,2,1.0,2.0,0,17,5.06,3.5,9,3.3,2.4,13,3.5,2.43,6,2.43,2.43,11,4.9,3.75,8.0,0,0,4.0,27,3.0
-79.4583907,43.7510557,559000.0,1,4,0,2.0,6,1,1,1,1,1,7,2,1.0,1.0,2,17,4.17,3.81,9,3.51,1.83,13,2.9,2.23,17,5.08,3.08,0,3.08,3.67,6.0,4,2,1.0,34,3.0
-79.4583907,43.7510557,559000.0,1,4,0,2.0,6,1,1,1,1,1,7,2,1.0,1.0,2,17,4.17,3.81,9,3.51,1.83,13,2.9,2.23,17,5.08,3.08,0,3.08,3.67,6.0,4,2,1.0,34,3.0
-79.5669071,43.6329422,1199000.0,3,2,0,4.0,3,0,0,1,1,1,0,2,1.0,4.0,0,17,3.9,6.74,9,3.56,3.18,13,3.56,2.6,6,3.56,2.35,11,5.11,3.75,9.0,0,0,6.0,41,4.0
-79.3688547,43.6519582,659000.0,1,12,0,2.0,6,1,1,0,0,1,7,2,1.0,1.0,2,17,5.2,3.8,9,5.2,3.8,13,2.0,3.87,17,3.2,3.47,8,2.8,2.45,5.0,1,2,1.0,49,2.0
-79.3688547,43.6519582,659000.0,1,12,0,2.0,6,1,1,0,0,1,7,2,1.0,1.0,2,17,5.2,3.8,9,5.2,3.8,13,2.0,3.87,17,3.2,3.47,8,2.8,2.45,5.0,1,2,1.0,49,1.0
-79.45577840000001,43.8901917,1395000.0,3,2,0,6.0,3,0,0,1,1,1,1,2,1.0,4.0,0,17,3.96,4.36,9,3.35,4.36,13,4.31,3.05,6,3.35,3.05,11,5.06,3.67,10.0,0,0,6.0,49,5.0
-79.4772766,43.6706007,2700.0,3,3,0,4.0,3,1,2,0,0,1,3,2,1.0,1.0,2,17,3.04,3.78,9,3.22,3.27,13,2.61,6.08,18,3.05,3.66,21,5.18,3.45,8.0,4,1,2.0,17,4.0
-79.2453572,43.9684922,859000.0,3,16,0,3.0,3,0,0,0,0,1,0,2,1.0,4.0,0,14,3.54,2.7,9,2.85,2.7,16,3.52,4.59,17,3.41,3.9,0,3.3,3.11,7.0,0,0,5.0,23,4.0
-79.7371614,43.646465,899900.0,3,2,0,4.0,3,0,0,1,1,1,0,2,1.0,4.0,0,17,5.8,3.5,9,5.8,3.5,13,7.3,6.4,9,6.8,3.8,21,6.1,3.9,8.0,0,0,6.0,68,6.0
-79.72112340000002,44.3518387,725000.0,3,2,0,4.0,3,0,0,1,1,1,0,2,1.0,4.0,0,14,6.7,7.01,9,3.53,3.04,16,3.53,4.45,9,3.53,4.87,18,3.53,2.74,9.0,0,0,6.0,31,4.0
-79.5095133,43.85688010000001,2359000.0,3,3,0,6.0,3,0,0,1,1,1,1,2,1.0,4.0,0,12,2.07,1.83,21,3.63,2.99,8,5.8,3.59,12,5.8,4.88,19,5.55,3.75,9.0,0,0,6.0,67,4.0
-79.098021,43.8337777,728900.0,3,2,0,4.0,0,0,0,1,1,1,0,2,1.0,4.0,0,17,5.02,3.21,10,2.72,3.23,13,5.07,2.44,8,4.92,2.7,21,4.93,3.48,8.0,0,0,6.0,39,5.0
-79.45639090000002,43.8353697,2399.0,6,2,0,3.0,4,1,2,0,0,1,1,2,1.0,2.0,2,17,6.09,3.26,9,6.09,3.26,13,3.35,2.44,6,2.74,2.44,21,4.94,4.05,7.0,0,1,3.0,34,3.0
-79.661541,43.5878929,959900.0,3,2,0,4.0,3,0,0,1,1,1,0,2,1.0,4.0,0,17,8.5,3.4,9,8.5,3.4,9,5.99,5.8,12,3.15,3.3,6,3.35,3.25,10.0,0,0,6.0,36,5.0
-79.6244839,43.6088289,1299999.0,3,2,0,4.0,3,0,0,1,1,1,0,2,1.0,6.0,0,17,6.8,3.52,9,3.7,3.52,13,3.6,2.8,6,3.6,2.4,11,5.4,3.8,10.0,0,0,8.0,22,6.0
-79.47613740000001,43.6302208,255000.0,1,4,0,1.0,6,1,2,0,0,0,4,3,1.0,0.0,1,17,3.2,4.2,9,3.2,4.2,13,2.31,2.91,5,3.2,3.1,33,3.08,2.1,5.0,0,2,0.0,49,1.0
-79.2350717,43.740617,349900.0,1,4,4,1.0,6,1,1,0,0,1,7,2,1.0,1.0,2,17,5.3,3.35,9,4.8,2.65,13,4.07,2.1,17,4.1,3.16,0,4.28,2.72,6.0,0,2,1.0,52,3.0
-79.4409625,43.6870984,799900.0,3,2,0,2.0,3,0,0,0,1,1,3,2,1.0,2.0,0,17,3.9,3.21,9,3.25,3.21,13,3.45,3.1,17,4.4,3.17,0,4.0,3.28,6.0,0,0,3.0,62,2.0
-79.39135909999997,43.7700581,6600.0,3,2,0,6.0,2,1,1,1,1,1,0,2,1.0,4.0,2,17,7.76,3.66,9,7.76,3.66,9,4.78,4.45,12,7.7,4.78,18,3.75,3.2,12.0,0,1,6.0,30,5.0
-79.45854449999999,43.706256,1049000.0,3,9,0,2.0,0,0,0,0,0,3,3,2,1.0,4.0,0,14,4.52,2.3,9,2.2,2.4,16,3.2,3.3,17,3.45,3.2,0,3.2,3.05,6.0,0,0,5.0,22,4.0
-79.5716919,44.1143648,689000.0,3,2,1,2.0,9,0,0,0,1,1,1,2,1.0,2.0,0,12,1.52,3.96,16,3.94,8.18,8,3.94,8.18,12,3.96,6.12,21,3.76,7.16,6.0,0,0,3.0,20,5.0
-79.56691040000003,44.3169001,649900.0,3,2,0,3.0,4,0,0,0,0,1,1,2,1.0,4.0,0,17,6.74,6.17,9,6.74,6.17,13,6.74,6.17,9,4.5,4.49,21,5.77,5.27,7.0,0,0,6.0,46,4.0
-79.37944300000002,44.3174678,679000.0,3,10,1,3.0,2,0,0,0,1,0,3,0,2.0,4.0,0,14,4.0,3.4,9,6.37,3.96,16,3.5,4.0,17,5.9,3.8,0,3.65,3.25,6.0,0,0,5.0,62,4.0
-79.84663590000002,43.6984539,629900.0,6,3,0,3.0,3,0,0,1,0,1,1,2,1.0,1.0,0,17,4.35,2.7,13,5.3,3.46,8,5.3,3.46,15,5.3,4.38,21,3.59,3.91,7.0,0,0,2.0,30,3.0
-79.24012005329129,43.9840218661662,2300.0,3,2,0,4.0,3,1,2,1,1,1,1,2,1.0,2.0,2,9,17.0,12.0,16,17.0,12.0,9,17.0,11.67,6,13.5,11.83,16,13.5,11.42,9.0,0,1,4.0,48,4.0
-79.0397642,43.89230739999999,779000.0,3,2,0,4.0,3,0,0,1,0,1,0,2,1.0,3.0,0,17,5.79,3.68,6,3.07,2.74,13,3.05,2.59,9,3.86,3.6,21,4.57,3.88,7.0,0,0,4.0,25,4.0
-79.85197240000002,43.5297277,790000.0,3,2,0,4.0,0,0,0,0,1,1,0,2,1.0,2.0,0,17,5.88,3.87,9,5.88,3.87,13,4.3,3.81,17,5.24,3.5,0,3.68,3.1,6.0,0,0,4.0,44,4.0
-79.6654002,44.4006403,575000.0,3,9,0,2.0,3,0,0,0,0,1,0,2,1.0,4.0,0,17,5.96,4.8,13,3.84,3.13,8,3.13,3.49,17,5.3,3.76,0,3.95,2.69,5.0,0,0,5.0,35,3.0
-78.9529313,43.9226747,1885.0,3,2,0,3.0,4,1,2,1,0,1,0,2,1.0,1.0,2,17,3.82,5.6,9,3.82,5.6,13,3.01,2.74,6,3.01,2.36,11,3.66,3.66,6.0,0,1,2.0,55,3.0
-79.30590629999998,43.7591899,995900.0,3,0,3,3.0,10,0,0,0,0,1,0,6,1.0,2.0,0,14,7.29,3.16,9,3.58,2.5,16,4.63,3.25,4,1.51,1.31,4,1.57,2.11,5.0,0,0,3.0,25,2.0
-79.43832490000001,43.8962617,2800.0,3,2,0,4.0,0,2,1,1,1,1,1,2,1.0,4.0,2,17,8.0,3.45,9,8.0,3.45,13,4.2,3.7,9,5.0,4.65,21,4.9,3.75,8.0,0,2,6.0,46,6.0
-79.777331,43.6493755,1299900.0,3,2,1,4.0,11,0,0,1,1,1,0,2,1.0,2.0,0,17,5.73,4.51,9,5.73,4.51,9,5.67,3.9,12,3.35,3.6,6,3.35,3.65,10.0,0,0,4.0,63,5.0
-79.4465891,43.8378931,2838800.0,3,2,0,4.0,3,0,0,1,1,1,0,2,1.0,4.0,0,17,5.5,3.65,9,4.0,3.65,9,5.5,4.88,21,4.0,3.35,16,5.8,3.35,9.0,4,0,6.0,53,5.0
-79.6383809,43.5997256,359900.0,1,4,0,2.0,6,1,2,0,0,1,7,2,1.0,0.0,2,17,7.59,3.8,9,7.59,3.8,13,3.61,2.4,17,5.17,3.14,0,4.1,2.43,5.0,0,2,1.0,51,2.0
-78.8142777,43.8995119,585900.0,3,17,0,3.0,9,0,0,1,1,1,0,2,1.0,4.0,0,11,5.48,3.65,13,4.87,2.59,16,3.5,4.99,8,2.98,3.41,21,4.26,3.65,7.0,0,0,6.0,29,4.0
-79.4198849,44.611105,775000.0,3,2,1,4.0,4,0,0,1,1,1,0,2,1.0,4.0,0,14,6.68,4.45,9,4.75,4.57,16,4.62,4.57,30,4.62,4.57,21,5.41,4.27,9.0,2,0,5.0,38,3.0
-79.76674320000002,43.429821,639000.0,6,2,0,3.0,2,0,0,1,0,1,1,2,1.0,1.0,0,17,6.15,3.16,9,6.15,3.16,9,3.47,3.05,12,3.15,2.51,6,2.51,3.21,8.0,0,0,2.0,50,3.0
-79.6955128,44.2560201,650000.0,3,9,0,2.0,3,0,0,0,1,5,0,2,1.0,7.0,0,14,6.46,2.86,16,6.52,3.44,18,4.57,3.32,0,2.98,2.8,1,3.35,3.1,5.0,0,0,8.0,34,4.0
-78.7115722,43.9074323,1800.0,6,2,1,3.0,4,1,1,1,0,1,0,2,1.0,1.0,2,17,3.11,3.35,13,2.44,3.41,6,3.9,2.47,11,6.34,3.66,21,4.39,4.57,7.0,0,1,2.0,5,3.0
-79.5631317,44.11930770000001,639000.0,3,9,0,2.0,3,0,0,1,0,1,1,2,1.0,2.0,0,17,4.41,3.72,9,4.27,3.17,13,3.59,2.56,17,4.03,3.29,0,4.36,2.95,8.0,0,0,3.0,37,4.0
-79.75245179999997,43.5641065,899900.0,3,2,0,3.0,3,0,0,1,1,1,0,2,1.0,4.0,0,13,6.89,4.3,13,5.7,2.77,8,5.52,2.77,13,2.35,3.84,21,6.31,6.04,8.0,0,0,6.0,29,4.0
-78.8508054,43.9166434,574900.0,3,2,0,2.0,2,0,0,1,1,1,0,2,1.0,4.0,0,14,4.27,3.35,16,6.71,3.2,8,0.0,0.0,17,4.57,3.35,0,3.96,3.35,7.0,2,0,4.0,67,4.0
-79.7841193,43.57415579999999,2150.0,6,2,0,3.0,3,1,1,1,1,1,1,2,1.0,2.0,2,17,6.01,3.2,9,6.01,3.2,13,5.94,2.59,9,4.88,2.9,21,5.89,3.2,8.0,0,1,2.0,6,5.0
-79.3801543,43.7228659,1359900.0,6,13,0,3.0,3,1,1,0,0,1,7,2,1.0,2.0,2,17,5.18,4.75,9,5.18,4.75,13,2.74,2.44,17,6.19,4.75,0,3.66,2.84,6.0,0,1,2.0,28,3.0
-78.8948195,43.9510601,858800.0,3,2,0,4.0,4,0,0,1,1,1,1,2,1.0,4.0,0,17,4.69,4.6,9,4.88,3.66,9,4.98,4.27,6,3.02,4.27,16,3.02,4.27,10.0,0,0,6.0,35,5.0
-79.73099659999998,44.264438,1449000.0,3,2,0,5.0,2,0,0,1,1,1,0,2,1.0,8.0,0,14,7.2,4.6,9,4.11,4.28,7,4.36,4.02,11,6.21,5.52,23,1.82,1.6,9.0,0,0,11.0,40,5.0
-78.9660098,43.9010327,779900.0,3,2,0,3.0,11,0,0,1,1,1,0,2,1.0,4.0,0,14,3.6,2.81,6,3.6,2.65,9,4.77,3.6,15,4.14,3.66,9,4.34,3.19,11.0,0,0,6.0,36,5.0
-79.42271509999998,44.01924870000001,2200.0,6,3,1,5.0,11,1,1,1,0,1,1,2,1.0,2.0,2,17,6.4,3.4,9,5.5,4.8,13,3.2,4.2,17,3.4,6.0,0,3.4,3.0,8.0,0,1,4.0,12,4.0
-79.72559,43.48027800000001,485000.0,6,18,0,2.0,6,1,1,0,0,1,7,2,1.0,1.0,2,17,4.57,5.79,18,6.6,1.7,13,4.2,3.35,17,3.04,3.04,30,1.55,2.95,4.0,0,2,1.0,32,2.0
-80.13943470000002,43.9053178,519900.0,3,16,0,2.0,11,0,0,0,1,1,0,2,1.0,2.0,0,14,3.01,2.53,6,2.57,2.89,16,3.68,3.48,8,3.47,2.68,21,5.11,3.09,9.0,0,0,3.0,50,3.0
-79.5747646,44.1031475,599900.0,3,5,0,2.0,3,0,0,1,0,1,0,2,1.0,2.0,0,17,5.13,3.53,9,3.48,2.85,13,3.65,2.77,6,3.19,2.86,21,4.15,3.47,10.0,0,0,4.0,43,4.0
-79.4164454,43.6399343,2500.0,1,4,0,2.0,6,1,2,0,0,1,7,3,1.0,0.0,1,17,5.79,3.28,9,5.79,3.28,13,2.74,2.74,17,3.9,2.9,8,2.51,2.13,5.0,0,2,0.0,20,2.0
-79.4164454,43.6399343,2500.0,1,4,0,2.0,6,1,2,0,0,1,7,3,1.0,0.0,1,17,5.79,3.28,9,5.79,3.28,13,2.74,2.74,17,3.9,2.9,8,2.51,2.13,5.0,0,2,0.0,20,3.0
-79.4536219,43.7914293,849900.0,3,2,0,2.0,3,0,0,0,0,1,0,2,1.0,2.0,0,17,6.43,3.96,9,6.43,3.96,13,5.03,2.56,17,4.49,2.5,0,3.36,2.54,7.0,0,0,3.0,73,3.0
-79.257592,43.88513070000001,918000.0,3,9,0,2.0,3,0,0,0,0,1,4,2,1.0,4.0,0,17,4.12,3.76,9,4.58,2.66,13,3.56,3.17,17,3.57,2.95,0,3.13,2.53,10.0,0,0,4.0,62,4.0
-80.1156613,43.92854570000001,519900.0,3,10,0,2.0,11,0,0,0,0,1,1,2,1.0,2.0,0,17,5.56,3.64,9,3.34,3.23,13,4.91,3.44,17,3.44,4.54,0,4.65,3.23,6.0,0,0,4.0,9,3.0
-79.7147339,43.5483569,649900.0,6,2,0,3.0,3,0,0,1,1,1,1,2,1.0,2.0,0,17,7.3,3.3,9,7.3,3.3,13,3.2,3.1,6,3.55,2.5,21,4.88,4.3,7.0,0,0,3.0,30,3.0
-79.4110429,43.65598320000001,2950.0,19,2,0,1.0,6,1,1,0,0,0,4,0,1.0,0.0,1,17,8.25,3.88,9,8.25,3.88,13,8.25,3.88,5,3.32,4.47,5,4.48,3.82,3.0,0,2,0.0,56,2.0
-78.3021661,44.3601014,665000.0,3,2,0,4.0,4,0,0,0,1,1,0,2,1.0,4.0,0,13,5.0,4.28,6,3.96,3.41,13,4.0,3.6,14,3.08,3.3,21,5.15,4.27,8.0,0,0,6.0,52,4.0
-79.65310799999997,43.5239,599900.0,6,3,0,2.0,6,1,1,1,0,1,1,2,1.0,1.0,2,12,4.2,2.01,5,5.4,2.85,16,5.32,3.66,8,3.66,2.9,16,5.1,3.67,6.0,0,1,2.0,61,4.0
-79.723446,44.4437764,699800.0,3,2,0,3.0,3,0,0,1,1,1,0,2,1.0,4.0,0,18,4.94,3.42,5,3.3,3.71,5,2.67,3.21,9,3.53,5.52,16,4.38,3.39,8.0,0,0,6.0,68,4.0
-79.7404476,43.5473724,979900.0,3,2,0,4.0,2,0,0,1,0,1,1,2,1.0,2.0,0,17,4.45,3.12,9,3.53,2.84,9,3.76,3.31,12,5.31,3.11,6,5.31,3.11,8.0,0,0,4.0,54,3.0
-79.5261931,44.1189819,1888000.0,3,9,0,3.0,9,0,0,0,1,2,0,2,1.0,6.0,0,12,2.78,2.43,16,5.59,4.5,13,4.23,4.12,8,4.26,3.7,21,5.18,4.0,8.0,0,0,9.0,14,6.0
-79.31672900000002,43.8603535,568800.0,6,3,0,3.0,2,1,1,0,0,1,1,2,1.0,1.0,2,17,5.82,3.79,9,3.73,3.09,13,3.88,2.66,9,5.66,3.73,21,5.05,3.78,7.0,0,2,2.0,41,3.0
-78.5521172,44.5473307,429900.0,3,9,0,2.0,4,0,0,1,0,3,0,2,1.0,6.0,0,17,3.96,4.57,13,3.23,5.0,18,4.57,3.66,5,3.41,2.93,9,2.93,2.8,8.0,0,0,8.0,35,3.0
-79.74254499999998,43.7191029,749888.0,3,2,0,4.0,0,0,0,1,1,1,0,2,1.0,4.0,0,17,5.23,3.33,9,3.79,3.29,9,4.45,3.22,12,4.58,2.82,21,5.32,3.22,8.0,0,0,6.0,44,6.0
-79.4495781,43.8643899,2800.0,3,2,0,3.0,3,1,1,0,0,1,0,2,1.0,2.0,2,17,5.07,3.35,9,3.54,3.35,13,5.0,2.66,17,4.63,3.42,0,3.91,2.64,6.0,0,1,4.0,37,4.0
-79.6401787,43.91723070000001,2498000.0,3,2,0,8.0,3,0,0,1,1,1,1,2,1.0,6.0,0,17,5.49,5.03,9,5.0,3.66,13,8.64,5.0,9,5.97,5.13,8,6.29,3.36,9.0,0,0,10.0,73,5.0
-79.3861642,43.6629791,642000.0,1,4,0,1.0,6,1,2,0,0,1,7,2,1.0,1.0,2,12,1.57,3.1,13,2.12,2.62,8,3.2,5.64,15,3.2,5.64,8,2.71,1.88,5.0,0,2,1.0,50,2.0
-79.3861642,43.6629791,642000.0,1,4,0,1.0,6,1,2,0,0,1,7,2,1.0,1.0,2,12,1.57,3.1,13,2.12,2.62,8,3.2,5.64,15,3.2,5.64,8,2.71,1.88,5.0,0,2,1.0,50,2.0
-79.3063091,43.88812100000001,1588800.0,3,2,0,4.0,2,0,0,1,1,1,0,2,1.0,1.0,0,17,4.58,3.05,12,4.72,4.42,13,3.36,3.36,6,3.52,3.36,12,1.83,1.53,10.0,0,0,2.0,55,4.0
-79.6205135,43.53804760000001,3250000.0,3,2,0,6.0,2,0,0,1,1,1,1,2,1.0,4.0,0,13,6.5,5.1,9,5.1,4.5,13,7.2,6.4,9,5.7,5.0,27,1.8,1.7,10.0,0,0,6.0,62,4.0
-79.4831372,43.6189934,549000.0,1,4,0,2.0,6,2,2,0,0,1,7,2,1.0,1.0,2,17,4.57,3.95,9,3.66,3.28,13,2.82,2.81,17,4.57,3.2,8,3.2,3.05,5.0,0,2,1.0,51,2.0
-79.3572709,43.8146003,699000.0,6,2,0,3.0,3,1,1,0,1,1,0,2,1.0,1.0,2,17,5.35,3.9,9,3.18,2.55,13,3.32,4.68,17,4.98,3.43,0,2.7,3.43,6.0,0,2,2.0,50,3.0
-79.55189250000002,44.2974841,679000.0,3,2,0,4.0,3,0,0,1,1,1,0,2,1.0,2.0,0,11,5.53,3.84,6,3.98,3.52,13,5.13,3.75,17,5.42,4.34,0,3.64,3.02,6.0,0,0,4.0,49,4.0
-79.6023376,43.5964827,539900.0,6,2,0,2.0,6,1,1,0,0,1,1,2,1.0,1.0,2,17,3.18,3.07,9,3.18,1.89,13,3.23,2.89,17,3.97,3.15,0,3.65,3.05,5.0,0,1,2.0,22,2.0
-79.99633669853209,43.67693475563371,1995000.0,3,2,0,6.0,4,0,0,1,1,5,0,2,1.0,10.0,0,14,8.05,4.55,9,5.28,4.85,16,4.85,3.71,9,6.6,4.75,25,4.19,3.66,9.0,0,0,13.0,59,5.0
-79.99633669853209,43.67693475563371,1995000.0,3,2,0,6.0,4,0,0,1,1,5,0,2,1.0,10.0,0,14,8.05,4.55,9,5.28,4.85,16,4.85,3.71,9,6.6,4.75,25,4.19,3.66,9.0,0,0,13.0,59,5.0
-79.4259169,43.8427851,598800.0,1,4,1,2.0,6,1,2,0,0,1,7,2,1.0,1.0,2,14,2.43,3.74,16,3.0,5.66,8,3.53,3.74,17,3.04,4.57,0,2.74,3.04,5.0,0,2,1.0,37,3.0
-79.224254,43.7680851,849900.0,3,9,1,3.0,0,0,0,0,0,1,3,2,1.0,4.0,0,17,5.79,3.35,13,2.62,3.74,8,3.65,2.53,17,3.72,2.98,0,3.7,2.79,6.0,0,0,5.0,41,5.0
-79.6153431,43.7246745,445000.0,1,4,0,2.0,6,1,1,0,0,1,4,2,1.0,1.0,2,17,6.68,3.5,9,6.68,3.5,7,2.74,2.34,12,2.42,2.42,21,3.95,3.04,6.0,0,2,1.0,44,3.0
-79.4336055,43.6454224,1075000.0,6,3,0,3.0,6,0,0,1,0,1,1,2,1.0,0.0,0,11,7.13,2.83,16,7.38,2.87,8,7.38,2.87,12,5.06,4.02,21,3.84,3.96,7.0,0,0,1.0,32,7.0
-79.4336055,43.6454224,1075000.0,6,3,0,3.0,6,0,0,1,0,1,1,2,1.0,0.0,0,11,7.13,2.83,16,7.38,2.87,8,7.38,2.87,12,5.06,4.02,21,3.84,3.96,7.0,0,0,1.0,32,3.0
-79.59602609999997,44.1008149,1950.0,3,2,0,3.0,4,1,1,1,1,1,1,2,1.0,4.0,2,6,2.43,5.13,13,2.76,5.13,9,4.72,3.91,8,3.04,5.79,19,3.7,4.02,8.0,0,1,6.0,49,4.0
-79.5737796,44.1181998,689900.0,3,10,0,3.0,3,0,0,1,1,1,1,2,1.0,4.0,0,14,5.13,4.73,9,3.8,2.7,16,5.27,3.35,17,5.3,3.35,0,3.38,3.07,6.0,0,0,6.0,70,4.0
-79.77778,43.690846,559000.0,3,7,0,2.0,11,0,0,1,1,1,1,2,1.0,1.0,0,17,3.4,3.8,9,3.3,3.0,13,5.3,3.8,17,3.0,4.6,0,2.9,4.0,7.0,0,0,2.0,3,3.0
-79.1789337,44.5481102,345000.0,3,9,1,1.0,4,0,0,1,1,4,4,5,1.0,2.0,0,17,5.33,4.26,9,3.65,3.35,28,2.89,2.77,12,3.71,3.0,21,3.77,3.04,9.0,0,0,2.0,44,3.0
-79.54016850000002,44.3303236,479800.0,3,9,0,1.0,1,0,0,0,1,1,3,2,1.0,5.0,0,17,6.4,4.76,9,6.4,4.76,13,4.4,3.4,17,3.5,3.0,5,3.0,4.0,7.0,0,0,6.0,33,3.0
-79.4196398,43.6954472,2790000.0,3,1,2,4.0,9,0,0,1,1,1,0,6,1.0,2.0,0,17,7.32,4.04,9,4.37,4.01,13,4.37,2.64,6,2.97,2.13,21,5.11,3.96,9.0,0,0,3.0,53,5.0
