province,city,address,longitude,latitude,price,buildingTypeId,tradeTypeId,listingDate,daysOnMarket,bedrooms
Ontario,Barrie,181 Trail Blvd,-79.75751817226408,44.3941699023353,949999.0,1.0,1,5/6/2018,31,3.0
British Columbia,Courtenay,625 17th Street,-124.994813,49.681705,299000.0,2.0,1,13/6/2018,27,1.0
British Columbia,Vancouver,201 1515 E Broadway,-123.07326100000002,49.2626205,559000.0,1.0,1,10/6/2018,37,4.0
Ontario,Brampton,222 Archdekin Dr,-79.745987,43.709174,559900.0,2.0,1,14/6/2018,5,2.0
Manitoba,Winnipeg,4 Rampart Bay,-97.158103,49.839469,204900.0,1.0,1,6/6/2018,13,3.0
Ontario,Brampton,7 Shellbark Gdns,-79.818682,43.697077,599900.0,1.0,1,8/6/2018,33,3.0
Ontario,Seguin,27 Peninsula Trail,-79.970244,45.267008,559900.0,1.0,1,19/6/2018,23,4.0
Ontario,Gloucester,743 Vermillion Drive,-75.686814,45.286254,559900.0,1.0,1,17/6/2018,24,3.0
Ontario,Toronto,5 Mark St,-79.3570553,43.6606055,899900.0,1.0,1,6/6/2018,9,6.0
British Columbia,Kamloops,2652 Rosewood Ave,-120.423691,50.709633,549900.0,1.0,1,27/6/2018,18,3.0
Ontario,Belmont,381 Sherwood Avenue,-81.08407700000002,42.880949,375000.0,1.0,1,23/6/2018,4,3.0
Ontario,Nepean,232 Berrigan Drive,-75.73708,45.279758,399900.0,1.0,1,10/6/2018,3,4.0
Alberta,Lloydminster,2303 60th Avenue,-110.034543,53.257187,369900.0,2.0,1,5/6/2018,22,1.0
British Columbia,Victoria,310-2100 Granite St,-123.319808,48.425587,324900.0,2.0,1,13/6/2018,7,1.0
Ontario,Waterloo,321-308 Lester St,-80.5362467,43.476282,275000.0,1.0,1,1/7/2018,6,2.0
Alberta,Three Hills,604 8 Street Ne,-113.264109,51.714288,185000.0,1.0,1,4/6/2018,48,4.0
Ontario,Stoney Creek,105 Glenhollow Dr,-79.8035177,43.189611,474990.0,1.0,1,27/6/2018,9,6.0
Ontario,Nepean,256 Flodden Way,-75.703059,45.284743,674900.0,1.0,1,19/6/2018,12,3.0
Ontario,Gananoque,879 Queen Street,-76.1712302767212,44.3409016144409,260000.0,1.0,1,6/6/2018,9,6.0
British Columbia,Abbotsford,27637 Signal Court,-122.4580297,49.0537883,859900.0,1.0,1,20/6/2018,21,3.0
Ontario,Oakville,239 Margaret Dr,-79.6839093,43.4390829,899900.0,2.0,1,1/7/2018,17,3.0
Alberta,Lethbridge,112 75 1 Avenue S,-112.847553,49.698027,264900.0,1.0,1,21/6/2018,26,4.0
Ontario,Belleville,146 Greenhill Lane,-77.373159,44.189432,374900.0,1.0,1,7/6/2018,16,3.0
Ontario,Cambridge,27-235 Saginaw Parkway,-80.299627,43.389729,299900.0,2.0,1,19/6/2018,28,1.0
