province,longitude,latitude,price,buildingTypeId,bedrooms,daysOnMarket
Ontario,-79.33229399999998,45.21083,279900.0,1.0,3.0,23
Ontario,-79.6487460136905,43.609270266515,659500.0,2.0,3.0,18
Ontario,-79.2350717,43.740617,349000.0,2.0,2.0,15
Ontario,-79.72855440000002,43.6566995,399000.0,2.0,2.0,6
Ontario,-79.5479308,43.6982421,624900.0,1.0,5.0,12
Ontario,-79.83483299999997,43.371389,759900.0,1.0,4.0,21
British Columbia,-123.349675,48.43742,689900.0,2.0,2.0,28
British Columbia,-122.7958547,49.1858946,639900.0,2.0,2.0,35
Ontario,-80.374749,43.202592,749000.0,2.0,4.0,34
Ontario,-79.3982777,43.8533842,2050000.0,1.0,4.0,14
British Columbia,-123.06003,49.308791,1429900.0,2.0,4.0,44
Ontario,-76.1601338,44.3290029,419900.0,2.0,2.0,30
Ontario,-79.3846115,43.6694425,969900.0,2.0,2.0,16
British Columbia,-122.868966,49.134771,426800.0,1.0,3.0,33
Ontario,-77.593194,44.098662,269900.0,1.0,4.0,14
British Columbia,-121.939096,49.173813,324700.0,1.0,6.0,13
Ontario,-75.51434499999998,45.458171,599000.0,2.0,2.0,2
Manitoba,-97.029751,49.893054,384900.0,2.0,1.0,39
Ontario,-78.8569833,43.88242329999999,359800.0,1.0,3.0,12
British Columbia,-122.8648267,49.1095063,682900.0,2.0,2.0,42
Quebec,-73.739111,45.438936,369000.0,1.0,2.0,18
Ontario,-75.45970600000003,45.453211,285000.0,2.0,2.0,9
Ontario,-79.5285944,43.6443244,499900.0,2.0,1.0,24
Ontario,-80.53918900000002,43.46107,219000.0,1.0,3.0,22
Ontario,-79.882069,44.75474000000001,229777.0,2.0,1.0,17
Manitoba,-97.029758,49.771847,379900.0,1.0,4.0,9
Newfoundland & Labrador,-52.807589,47.5106465,289900.0,2.0,1.0,41
British Columbia,-121.9599431,49.1732707,239000.0,1.0,2.0,13
Ontario,-79.8599061369896,43.5335632851548,529900.0,2.0,1.0,20
British Columbia,-123.0040735,49.2251902,649000.0,1.0,3.0,35
British Columbia,-122.818016,49.285597,779888.0,2.0,2.0,23
Ontario,-79.8330664,43.6947819,829900.0,1.0,3.0,14
Ontario,-81.685158,43.72091,489000.0,1.0,3.0,11
Ontario,-79.84413909999998,43.3671679,649990.0,1.0,2.0,7
Alberta,-114.036666,50.889783,349900.0,1.0,3.0,26
Ontario,-79.7681833,43.5846596,779900.0,2.0,2.0,15
British Columbia,-122.9043187,49.2791423,689800.0,1.0,2.0,18
Ontario,-75.280152,45.276957,359900.0,1.0,5.0,13
Alberta,-113.6234838,53.5341515,137700.0,1.0,4.0,15
Newfoundland & Labrador,-53.13757800000001,47.433643,73900.0,1.0,4.0,13
Manitoba,-97.106966,49.934205,374900.0,1.0,3.0,11
Ontario,-75.633564,45.368543,369900.0,1.0,4.0,11
Ontario,-81.244236,43.047132,439900.0,1.0,3.0,7
British Columbia,-123.400246,48.560459,829900.0,2.0,2.0,15
Ontario,-84.0412342,46.4854921,169500.0,1.0,2.0,11
Alberta,-113.4715229,53.5666715,176500.0,1.0,3.0,13
Ontario,-81.658365,45.26054600000001,369000.0,1.0,6.0,8
Ontario,-77.9463003185811,44.0069014590737,699000.0,1.0,5.0,38
Ontario,-79.49129079999999,43.729735,949800.0,1.0,4.0,22
Ontario,-80.02382159999998,43.6321713,549900.0,1.0,3.0,12
Ontario,-79.52268199999997,43.184865,699000.0,1.0,3.0,25
British Columbia,-122.6710263,49.1674086,147500.0,1.0,4.0,9
Saskatchewan,-106.648398,52.098005,325000.0,1.0,2.0,22
British Columbia,-122.3652585,49.0684966,478888.0,1.0,2.0,14
Ontario,-80.431598,42.641021,249800.0,1.0,4.0,15
Saskatchewan,-104.626382,50.494249,429900.0,2.0,2.0,12
British Columbia,-121.96115666933001,49.1559381770239,364900.0,1.0,3.0,24
British Columbia,-123.0637788,49.21826179999999,1350000.0,2.0,4.0,21
Ontario,-79.233921,43.194686,398900.0,1.0,4.0,31
Ontario,-79.754237,43.5543152,790000.0,1.0,3.0,8
British Columbia,-122.907305,49.2643194,675000.0,1.0,3.0,20
Manitoba,-97.107106,49.915837,150000.0,1.0,2.0,21
Ontario,-81.717187,43.739047,329900.0,1.0,4.0,9
British Columbia,-123.0809829,49.331658,1549900.0,2.0,2.0,21
Ontario,-81.502514,43.33759000000001,350000.0,1.0,3.0,10
Ontario,-81.192796,43.009808,174900.0,1.0,5.0,31
Ontario,-80.514702,43.425057,889900.0,1.0,0.0,3
Alberta,-114.156042,51.073297,449900.0,1.0,3.0,2
Ontario,-81.659912,45.250085,360000.0,1.0,4.0,18
Ontario,-79.47933090000002,43.6519302,1299000.0,2.0,2.0,2
Ontario,-79.669973,43.443394,1400000.0,1.0,3.0,26
Ontario,-80.496666,43.471708,499900.0,1.0,4.0,19
British Columbia,-123.1981605,49.22927120000001,1249000.0,1.0,4.0,7
Ontario,-82.835815,42.185587,379000.0,1.0,4.0,27
Ontario,-79.4366946,44.5989053,479900.0,2.0,3.0,18
Alberta,-113.752571,52.23957,650000.0,1.0,3.0,21
Ontario,-79.6462202,44.7954208,749000.0,1.0,3.0,10
Ontario,-79.45450799999998,44.0663,419900.0,2.0,2.0,8
Ontario,-79.274493,43.82482589999999,349500.0,1.0,3.0,12
Ontario,-82.311441,43.023847,384900.0,2.0,1.0,13
British Columbia,-123.0271051,49.2353958,568000.0,2.0,2.0,22
British Columbia,-122.9256795,49.2128809,399900.0,1.0,3.0,28
Ontario,-75.473282,45.474289,419900.0,1.0,2.0,16
British Columbia,-121.935329,49.1570069,419900.0,1.0,3.0,27
Alberta,-113.7507926,52.2392555,384900.0,1.0,2.0,32
British Columbia,-122.9128798,49.2064375,628000.0,1.0,3.0,9
British Columbia,-125.245698,49.995007,224500.0,1.0,2.0,26
Alberta,-114.217867297974,53.8815488141834,63500.0,2.0,5.0,9
Ontario,-82.98751999999998,42.280234,144900.0,1.0,3.0,6
Ontario,-79.836727,43.37125800000001,619900.0,2.0,2.0,3
Ontario,-79.2552731,43.773249,438000.0,1.0,4.0,36
Ontario,-79.673286,44.402529,445000.0,1.0,3.0,12
Ontario,-79.3731084,43.7801405,4800000.0,1.0,4.0,7
Ontario,-79.3731084,43.7801405,4800000.0,2.0,4.0,7
Ontario,-79.39516970000003,43.6376891,1200000.0,2.0,1.0,31
Ontario,-79.39516970000003,43.6376891,1200000.0,2.0,2.0,31
Ontario,-80.239879,43.54474,329900.0,2.0,1.0,10
Alberta,-113.4577273,53.417821,485000.0,1.0,5.0,18
Alberta,-113.4577273,53.417821,485000.0,1.0,3.0,18
Ontario,-75.348775,45.094888,217700.0,2.0,1.0,23
Quebec,-73.93016759,45.58629507,149900.0,1.0,3.0,18
British Columbia,-124.347261,49.334653,719000.0,1.0,3.0,28
Ontario,-79.708486,43.423334,900000.0,1.0,3.0,14
Quebec,-71.26301508,46.7215299,237000.0,1.0,3.0,7
Ontario,-79.25516929999998,43.7221443,719900.0,1.0,3.0,7
British Columbia,-123.1580713,49.1411117,898000.0,1.0,2.0,13
Ontario,-77.2754786,44.4625948,275000.0,1.0,2.0,26
British Columbia,-123.326879,48.485139,875000.0,2.0,3.0,43
Ontario,-79.4045838,43.756899,728888.0,1.0,6.0,17
Ontario,-79.78580500000002,43.716232,829900.0,1.0,3.0,17
British Columbia,-124.045471,48.833353,209000.0,1.0,2.0,18
British Columbia,-123.922569,49.137869,69000.0,1.0,3.0,10
Ontario,-79.278453,43.181857,1720000.0,1.0,3.0,20
Ontario,-75.891696,45.274497,409900.0,2.0,2.0,9
British Columbia,-124.524307,49.82656400000001,398800.0,2.0,2.0,20
Ontario,-76.131975,45.136214,339000.0,1.0,3.0,17
Ontario,-80.76629399999999,42.762347,429900.0,1.0,4.0,14
Ontario,-80.2369138,43.5291706,779000.0,1.0,3.0,26
British Columbia,-122.755323,49.273312,560000.0,2.0,2.0,13
British Columbia,-123.0694752,49.3168059,729000.0,2.0,2.0,31
Ontario,-75.678416,45.416683,362000.0,1.0,3.0,20
Ontario,-79.889801,43.496106,815000.0,1.0,4.0,36
Ontario,-79.85786819772329,43.7003756955264,798800.0,1.0,3.0,22
British Columbia,-123.070717,49.3140699,1279000.0,1.0,3.0,10
Ontario,-79.3196068,43.675937,739900.0,1.0,4.0,8
Ontario,-79.991497,44.694794,249900.0,1.0,3.0,23
Ontario,-77.377884,44.157942,649900.0,1.0,5.0,34
Ontario,-80.05817440000001,44.1953898,649900.0,1.0,3.0,30
Ontario,-79.44570999999998,43.68965220000001,769900.0,1.0,4.0,5
Ontario,-79.44570999999998,43.68965220000001,769900.0,2.0,1.0,5
Ontario,-79.4031651,43.7580713,395000.0,1.0,3.0,29
Ontario,-81.283589,42.993384000000006,379000.0,1.0,3.0,6
Ontario,-79.4282139837742,43.6772156759958,929000.0,2.0,1.0,7
British Columbia,-122.8686807,49.24955300000001,519900.0,1.0,2.0,15
Alberta,-114.37982,49.570341,168800.0,1.0,4.0,14
Ontario,-79.82149040000002,43.7602564,1239000.0,1.0,3.0,25
Ontario,-79.7493342,43.4306888,565000.0,1.0,3.0,13
Ontario,-76.20328719999998,44.6879254,399000.0,1.0,3.0,27
Nova Scotia,-63.4245579,44.68933970000001,209000.0,2.0,3.0,17
Ontario,-79.64200859999998,43.5846035,398000.0,2.0,1.0,1
Ontario,-81.2111465,48.4838711,119900.0,2.0,3.0,24
Ontario,-79.3374816,43.7754238,599000.0,1.0,3.0,10
British Columbia,-123.0378593,49.2701583,1438000.0,1.0,4.0,27
Ontario,-79.72778000000002,43.5655749,797000.0,1.0,3.0,11
Alberta,-114.18167,51.036146,619900.0,1.0,5.0,37
Ontario,-79.56212,43.192146,528500.0,1.0,3.0,11
Ontario,-79.4470172,43.903118,699000.0,2.0,2.0,15
Quebec,-73.599814,45.535789,318000.0,2.0,1.0,30
British Columbia,-121.962288,49.161102,173500.0,1.0,0.0,28
Ontario,-79.563201,43.202198,489900.0,1.0,4.0,22
Ontario,-79.2670879,43.8113322,585000.0,1.0,3.0,10
Ontario,-82.36291999999997,42.964752,129900.0,1.0,2.0,7
Ontario,-77.28608,45.89905,54500.0,1.0,3.0,32
Ontario,-79.85876800000003,43.273932,349900.0,2.0,1.0,3
Manitoba,-99.457667,50.2197,319500.0,2.0,2.0,44
British Columbia,-123.475277,48.443847,350000.0,1.0,3.0,21
Ontario,-75.943995,45.26110300000001,324900.0,2.0,2.0,11
Ontario,-79.64567199999998,43.581375,454900.0,1.0,3.0,35
Ontario,-79.7681338,43.5630309,645000.0,1.0,3.0,8
Alberta,-114.254408,51.111261,824900.0,1.0,3.0,10
Alberta,-114.254408,51.111261,824900.0,1.0,3.0,10
Ontario,-81.308774,43.022381,989900.0,1.0,5.0,19
Ontario,-81.308774,43.022381,989900.0,1.0,4.0,19
Ontario,-79.75793,43.374536,829000.0,1.0,3.0,21
Ontario,-80.960638,43.738422,299900.0,1.0,6.0,8
Alberta,-114.154094,51.032346,800000.0,1.0,2.0,3
Ontario,-80.93055,44.707146,230000.0,1.0,2.0,11
Ontario,-79.855151,43.216205,769900.0,1.0,3.0,19
Ontario,-79.2978964,43.7742486,918900.0,1.0,4.0,25
Nova Scotia,-63.543063,44.994923,274900.0,1.0,4.0,35
Ontario,-76.6272731,44.2690834,664900.0,2.0,2.0,21
Ontario,-79.38786640000002,43.6721931,1599000.0,1.0,2.0,26
Manitoba,-96.981473,50.759698,189900.0,1.0,4.0,25
British Columbia,-121.9386493,49.1805304,509900.0,1.0,3.0,18
Ontario,-79.45240809999999,44.0130028,715000.0,1.0,3.0,9
Ontario,-79.8409992456436,43.750655933317006,697000.0,1.0,4.0,24
Ontario,-79.85225200000002,43.200788,549333.0,2.0,3.0,34
Ontario,-79.3914457,43.641365500000006,730000.0,1.0,3.0,11
British Columbia,-122.4736231,49.0024494,299500.0,2.0,2.0,34
British Columbia,-122.91480020000002,49.2083809,499000.0,2.0,1.0,27
Ontario,-79.2391839,43.9005586,729000.0,1.0,3.0,6
British Columbia,-117.723822,49.099135,229000.0,2.0,5.0,16
Alberta,-118.753744,55.18711999999999,359900.0,1.0,3.0,42
Ontario,-76.5146275,44.23929879999999,279900.0,2.0,1.0,22
Ontario,-80.1720504,43.5137394,503900.0,1.0,4.0,39
Ontario,-79.191225,43.093605,549900.0,1.0,3.0,42
Ontario,-79.78845600000002,43.393044,384900.0,2.0,2.0,16
Ontario,-81.2067,42.9712,139900.0,2.0,3.0,29
Ontario,-79.3837757,43.6397444,799900.0,1.0,3.0,9
Ontario,-80.0462993,43.635599600000006,499900.0,2.0,2.0,8
Ontario,-82.976472,42.329681,449900.0,1.0,3.0,5
Manitoba,-97.25539,49.858648,255000.0,2.0,2.0,40
British Columbia,-123.0062008,49.2657573,889900.0,1.0,2.0,13
Manitoba,-98.105596,49.197257,144500.0,2.0,2.0,14
Ontario,-79.401045,43.63842,540000.0,1.0,3.0,2
Ontario,-79.36250150000002,43.7037169,2049900.0,1.0,5.0,8
Ontario,-79.94179399999999,43.212414,908000.0,1.0,3.0,25
Ontario,-79.440202,46.283499,249000.0,2.0,2.0,14
British Columbia,-122.8331001,49.279976,588000.0,1.0,4.0,37
Saskatchewan,-106.610788,52.085985,454900.0,1.0,4.0,20
Ontario,-79.0397642,43.89230739999999,724900.0,2.0,3.0,12
Ontario,-79.38940579999998,43.6441277,1858800.0,1.0,5.0,9
Ontario,-79.37871609999998,43.6905617,2295000.0,2.0,3.0,24
Ontario,-79.4001593,43.7046285,719000.0,1.0,3.0,13
Nova Scotia,-61.6023673,45.1499816,104900.0,2.0,2.0,35
Ontario,-80.920888,44.569618,172000.0,1.0,5.0,24
Alberta,-113.6284646,53.6622169,409900.0,1.0,4.0,8
Alberta,-113.6284646,53.6622169,409900.0,2.0,2.0,8
Ontario,-79.807331,43.3221,695000.0,2.0,1.0,13
British Columbia,-123.1252868,49.27361970000001,1333000.0,1.0,3.0,25
New Brunswick,-65.756548,46.774205,159900.0,1.0,3.0,1
Quebec,-73.632703,45.569564,369900.0,2.0,2.0,47
British Columbia,-123.1545067,49.2616995,938000.0,2.0,2.0,17
Ontario,-79.3805814,43.6705467,718000.0,1.0,2.0,42
Ontario,-79.8073834,43.4006566,969000.0,1.0,4.0,19
Ontario,-79.23223399999998,43.211936,609900.0,1.0,4.0,12
Ontario,-80.551843,43.495717,349900.0,2.0,3.0,6
Quebec,-73.56924408,45.46342412,365000.0,1.0,5.0,20
Ontario,-79.778733,43.5869136,929900.0,1.0,5.0,21
Alberta,-113.6208368,53.6681198,529900.0,2.0,3.0,37
Ontario,-79.4061083,43.7040652,649900.0,1.0,3.0,7
Ontario,-79.7937225,43.3407445,514900.0,1.0,1.0,33
British Columbia,-123.1217072,49.2763275,1188000.0,1.0,3.0,18
Manitoba,-96.942782,50.135763,329900.0,1.0,4.0,14
Ontario,-79.220543,43.17537700000001,249999.99,1.0,3.0,4
Ontario,-79.669264,44.400216,539900.0,1.0,3.0,29
Ontario,-79.67981,43.4808098,1288800.0,2.0,2.0,44
Ontario,-79.3329546,43.7524335,449900.0,2.0,2.0,24
Ontario,-79.4244113,43.6405289,449000.0,2.0,5.0,5
Ontario,-79.4244113,43.6405289,449000.0,1.0,4.0,5
Ontario,-79.7433056,43.6884912,599900.0,1.0,4.0,30
British Columbia,-123.549013,48.440604,1199800.0,1.0,1.0,7
Quebec,-73.493871,45.52183,665000.0,1.0,3.0,31
Ontario,-80.86105699999997,43.039679,459900.0,1.0,3.0,21
Alberta,-113.4405179,53.413339,389900.0,1.0,3.0,28
Ontario,-79.68915909999998,43.7593023,398000.0,2.0,2.0,11
British Columbia,-123.531296,48.443142,485000.0,2.0,2.0,14
Ontario,-79.7562631,43.6972917,728800.0,2.0,2.0,6
Ontario,-80.177128,46.308563,283900.0,1.0,3.0,36
Quebec,-75.86783528,46.27140159,85000.0,2.0,1.0,30
Ontario,-79.366969,43.650842,358000.0,2.0,1.0,23
Manitoba,-97.148044,49.949269,264900.0,2.0,3.0,7
Ontario,-79.43253979999999,43.848575,769000.0,1.0,5.0,38
Ontario,-79.2495318,43.7113467,999000.0,1.0,4.0,8
Ontario,-79.25445970000001,43.8453268,698000.0,1.0,3.0,18
British Columbia,-121.9530722,49.120247226106216,769900.0,1.0,3.0,17
Ontario,-79.33719649999998,43.6829425,899000.0,1.0,4.0,7
Ontario,-78.911367058754,43.9552858394089,699900.0,1.0,4.0,15
British Columbia,-123.1445269,49.1736419,748800.0,2.0,2.0,15
Ontario,-79.3924571,43.6455046,699000.0,1.0,4.0,7
British Columbia,-122.2674698,49.1601554,699000.0,1.0,4.0,12
Alberta,-113.4206308,53.5467122,389800.0,1.0,7.0,10
British Columbia,-122.3319785,49.051216,1324888.0,2.0,1.0,33
Ontario,-79.408622,43.7588578,449900.0,1.0,2.0,18
Manitoba,-97.115478,49.873373,199900.0,1.0,3.0,15
Ontario,-79.32863470000002,43.7250061,628888.0,2.0,1.0,32
Quebec,-73.66606999999998,45.457232,410000.0,2.0,2.0,29
British Columbia,-122.8944169,49.2529665,715000.0,1.0,3.0,34
Quebec,-73.757279,45.648725,339900.0,1.0,4.0,12
Alberta,-113.6375213,53.65404640000001,364900.0,1.0,3.0,12
British Columbia,-115.986119,49.685977,160000.0,2.0,3.0,35
Ontario,-79.5702403,43.65649570000001,419888.0,2.0,1.0,11
Ontario,-79.3802567,43.8476722,659000.0,2.0,2.0,24
British Columbia,-123.068006,49.027882,539900.0,2.0,2.0,42
Ontario,-79.53674000000002,43.638682,518000.0,1.0,3.0,14
Ontario,-77.788379,44.301507,369900.0,1.0,3.0,20
Alberta,-112.725999,52.33015,239900.0,2.0,2.0,17
British Columbia,-122.7939778,49.28153320000001,598800.0,1.0,5.0,14
Ontario,-79.58117309999999,43.59420460000001,1075000.0,1.0,5.0,20
Ontario,-82.84621800000002,42.315932,1295000.0,2.0,4.0,8
Ontario,-79.3920888,43.6966701,539900.0,2.0,2.0,7
Ontario,-79.3920888,43.6966701,539900.0,1.0,3.0,7
Ontario,-80.19868670000002,43.5146209,499500.0,1.0,2.0,15
Ontario,-79.7761216,43.5830385,409900.0,1.0,3.0,24
Ontario,-75.774907,45.264331,379900.0,2.0,2.0,23
Quebec,-73.88705578,45.53737422,145000.0,2.0,3.0,29
Ontario,-89.22791099999998,48.4355509,169000.0,1.0,4.0,22
Ontario,-82.464123,42.838872,329900.0,1.0,3.0,4
Ontario,-80.30711,43.34982,329900.0,2.0,2.0,5
British Columbia,-123.1312644,49.1727261,398000.0,2.0,3.0,23
Ontario,-79.6309547,43.5890166,475000.0,1.0,7.0,16
British Columbia,-123.0568733,49.2395532,2200000.0,1.0,3.0,26
Ontario,-75.494496,45.475585,180000.0,1.0,6.0,1
Ontario,-83.070782,42.303399,259900.0,1.0,4.0,11
Ontario,-79.468008,44.029522,890000.0,1.0,2.0,12
Ontario,-82.364811,42.985143,159900.0,1.0,5.0,4
British Columbia,-122.7420602,49.117838,825000.0,2.0,1.0,16
Ontario,-76.662995,44.755155,1189000.0,1.0,3.0,17
Quebec,-73.98387882,45.38404923,249900.0,2.0,1.0,29
Ontario,-79.4125865,43.7655809,599000.0,2.0,3.0,14
Ontario,-79.4125865,43.7655809,599000.0,1.0,2.0,14
British Columbia,-123.1123615,49.3412359,1779000.0,1.0,4.0,30
Ontario,-82.054161,42.914583,479950.0,1.0,4.0,10
Ontario,-79.3661135,43.8991391,1568000.0,2.0,1.0,32
Ontario,-79.4045838,43.756899,569000.0,2.0,2.0,48
Ontario,-79.4045838,43.756899,569000.0,1.0,3.0,48
Ontario,-80.21386700000002,43.148632,264900.0,1.0,3.0,9
Ontario,-80.181529,44.497103,619000.0,1.0,2.0,6
Ontario,-76.024885,44.886841,336000.0,1.0,6.0,39
Ontario,-79.2950856,43.8002282,649000.0,2.0,2.0,17
British Columbia,-123.2340949,49.250913,999000.0,1.0,4.0,36
British Columbia,-123.0435592,49.2456553,1599000.0,1.0,3.0,34
Manitoba,-97.232653,49.882564,234999.0,2.0,1.0,13
British Columbia,-123.0747482,49.3137508,530000.0,1.0,3.0,26
Ontario,-79.811272,43.370506,579000.0,2.0,2.0,10
British Columbia,-122.6069742,49.225743,378800.0,2.0,2.0,18
Ontario,-78.83891690000002,43.90170429999999,399000.0,1.0,2.0,14
British Columbia,-123.62297,48.675462,86000.0,2.0,1.0,11
Ontario,-80.1049265,44.7447274,729900.0,2.0,2.0,8
Ontario,-79.660728,43.61313300000001,364999.0,1.0,4.0,20
Ontario,-79.41293420000002,43.7808526,539888.0,2.0,5.0,21
Alberta,-118.807223,55.19058618,405000.0,1.0,2.0,8
Ontario,-79.75080200000002,44.44412,489900.0,1.0,3.0,21
Ontario,-79.75080200000002,44.44412,489900.0,2.0,2.0,21
Ontario,-75.704223,45.416325,299900.0,1.0,3.0,15
Ontario,-79.272354,45.29467,249900.0,2.0,4.0,3
Ontario,-79.4152434,43.63931820000001,525000.0,2.0,2.0,15
Ontario,-79.4152434,43.63931820000001,525000.0,2.0,2.0,15
British Columbia,-122.8272628,49.2816442,749000.0,2.0,1.0,41
Ontario,-80.73297159999998,43.1488069,244900.0,1.0,4.0,35
Ontario,-80.295301,43.374527,589900.0,1.0,3.0,4
Ontario,-75.677049,45.279269,369900.0,1.0,2.0,11
British Columbia,-122.77918,49.035181,99900.0,1.0,4.0,12
Ontario,-80.3045314,43.3513689,399900.0,1.0,5.0,7
Manitoba,-97.169631,49.880539,289900.0,2.0,5.0,30
Quebec,-73.63031855,45.50336674,459000.0,1.0,4.0,21
Ontario,-79.991435,43.254524,659000.0,2.0,1.0,16
Ontario,-79.7766527,43.7450904,359000.0,1.0,4.0,23
Ontario,-79.57294300000002,43.652137,563000.0,1.0,3.0,29
Ontario,-80.617398,43.528504,869000.0,1.0,3.0,3
Ontario,-78.7416011,44.4470614,269900.0,1.0,3.0,4
Ontario,-79.5078441,43.6971584,529000.0,1.0,3.0,11
Saskatchewan,-105.736366,53.207661,149900.0,1.0,5.0,26
Ontario,-80.31395,43.33152000000001,589900.0,1.0,6.0,7
Ontario,-79.80671,43.043763,1499999.0,1.0,4.0,29
Alberta,-113.5837412,53.4403649,789900.0,2.0,5.0,15
Alberta,-114.023417,50.886233,299000.0,1.0,3.0,18
Ontario,-81.2268878,42.937908,299900.0,2.0,3.0,19
Ontario,-79.3637223,43.6525725,719000.0,2.0,2.0,2
Ontario,-79.3637223,43.6525725,719000.0,1.0,4.0,2
British Columbia,-122.782301,53.99035600000001,419000.0,2.0,6.0,13
Ontario,-83.035471,42.279249,249000.0,2.0,1.0,12
Manitoba,-97.086888,49.949245,179900.0,2.0,3.0,20
Ontario,-75.83466,45.3189,285900.0,2.0,2.0,15
Ontario,-79.3894335,43.6807098,649000.0,2.0,3.0,3
Ontario,-79.3894335,43.6807098,649000.0,1.0,2.0,3
British Columbia,-123.943196,49.148317,839900.0,2.0,1.0,23
Ontario,-79.6471487,43.585935600000006,405900.0,1.0,3.0,24
Ontario,-79.91776800000002,43.324581,629900.0,1.0,4.0,18
Ontario,-78.84250209999998,43.948292,699000.0,2.0,2.0,15
Ontario,-78.77282290000002,44.52359379999999,525000.0,1.0,4.0,39
Ontario,-79.8450483,44.0204394,797000.0,1.0,4.0,39
British Columbia,-124.184075,48.868732,1295000.0,1.0,3.0,14
New Brunswick,-65.792652,45.264895,179900.0,1.0,2.0,21
Manitoba,-97.113157,49.838288,224900.0,1.0,4.0,24
Saskatchewan,-104.389841,50.437799,634900.0,1.0,4.0,33
Ontario,-79.2663882,43.7517446,399000.0,2.0,2.0,38
Ontario,-79.4019482,43.6351391,1450000.0,2.0,2.0,21
Ontario,-79.4019482,43.6351391,1450000.0,1.0,3.0,21
Ontario,-79.573523,43.587511,829900.0,2.0,2.0,31
Saskatchewan,-106.605419,52.14190900000001,299000.0,1.0,2.0,11
Alberta,-112.82242,53.026769,164500.0,2.0,2.0,17
Newfoundland & Labrador,-52.893013,47.527205,449000.0,1.0,4.0,31
Ontario,-79.6756431,43.2288726,919900.0,1.0,2.0,28
Ontario,-82.981018,42.324409,124900.0,1.0,3.0,27
Ontario,-79.13657890000002,43.8384702,739000.0,1.0,5.0,12
Ontario,-79.48392700000002,43.158359,729900.0,1.0,3.0,17
Ontario,-79.4274949,43.6697538,849000.0,2.0,2.0,9
British Columbia,-122.9660654,49.2181297,799999.0,2.0,2.0,6
Manitoba,-96.675779,49.525826,172900.0,1.0,2.0,11
Alberta,-112.087053,49.157932,47000.0,1.0,4.0,14
Ontario,-80.20294100000002,43.522623,1149000.0,1.0,5.0,17
Ontario,-76.55019709999998,44.2668012,852900.0,1.0,2.0,10
Ontario,-79.93258399999998,44.777436,298700.0,1.0,4.0,10
British Columbia,-122.7606034,49.2774227,1018800.0,1.0,3.0,14
Ontario,-79.74979040000002,43.7279539,669900.0,2.0,1.0,6
Ontario,-81.194723,42.770339,179000.0,1.0,5.0,10
Ontario,-80.16634,43.320596,699999.0,1.0,3.0,35
Alberta,-113.604662,53.66423100000001,825000.0,2.0,3.0,31
Ontario,-75.860126,45.28699,399000.0,2.0,2.0,15
British Columbia,-123.1443845,49.1704237,649000.0,1.0,2.0,40
Ontario,-79.4671297,43.6370068,569900.0,1.0,6.0,19
Ontario,-79.6785261,43.555247,4298000.0,1.0,5.0,39
Ontario,-79.280783,43.7383357,899000.0,1.0,7.0,30
Manitoba,-97.301601,49.856544,349900.0,1.0,2.0,8
Ontario,-80.44474,43.395373,234900.0,2.0,2.0,47
Alberta,-114.0404,51.157977,389900.0,2.0,2.0,15
Quebec,-73.608892,45.431842,249000.0,1.0,3.0,19
Ontario,-81.194834,42.960599,129900.0,1.0,4.0,15
Nova Scotia,-65.98307489999999,43.7121058,59900.0,2.0,3.0,31
Ontario,-79.421491,44.642169,379900.0,2.0,1.0,25
Alberta,-113.525191259823,53.60975521217879,269900.0,2.0,2.0,19
Ontario,-79.34172099999998,43.6906406,449000.0,2.0,3.0,3
Ontario,-79.787312,43.210547,205000.0,1.0,3.0,3
New Brunswick,-65.73504,45.41712,85000.0,1.0,3.0,49
Ontario,-79.574884,45.644254,995000.0,1.0,5.0,18
Ontario,-79.7758954,43.2451774,438800.0,2.0,3.0,17
British Columbia,-122.82852350000002,49.2882358,579900.0,1.0,3.0,16
Ontario,-79.1976048,43.766380700000006,288800.0,1.0,3.0,46
Ontario,-78.941806,45.251564,549900.0,1.0,5.0,19
Ontario,-79.11628509999998,43.1065204,349900.0,1.0,3.0,8
Quebec,-77.81297081,48.10437579,269000.0,2.0,1.0,20
Ontario,-75.673599,45.368315,489900.0,1.0,2.0,7
Ontario,-78.78826590000001,43.9143042,329900.0,1.0,2.0,20
Ontario,-79.3756819,43.6679021,699000.0,2.0,4.0,6
Ontario,-79.3756819,43.6679021,699000.0,1.0,4.0,6
Quebec,-73.506428,45.536563,840000.0,2.0,2.0,43
Ontario,-75.702984,45.369678,139900.0,1.0,3.0,20
Ontario,-79.2869909,44.2464596,549900.0,2.0,2.0,38
British Columbia,-122.8386407,49.1975192,438000.0,1.0,4.0,13
Saskatchewan,-106.659792,52.100824,437500.0,1.0,3.0,19
Ontario,-79.732752,43.37967800000001,799900.0,2.0,2.0,40
British Columbia,-122.7822804,49.2574461,529900.0,1.0,1.0,13
Alberta,-114.087108,51.039064,279900.0,2.0,3.0,21
Ontario,-84.3140446,46.5065846,229900.0,1.0,3.0,7
British Columbia,-122.773936,49.15386,688000.0,2.0,2.0,14
Ontario,-79.310002,43.725847,480000.0,2.0,1.0,28
Ontario,-79.392205,43.6489001,498000.0,2.0,2.0,26
British Columbia,-123.534385,48.477329,425000.0,1.0,3.0,28
Ontario,-79.68565840000002,43.7705641,695000.0,1.0,2.0,7
Alberta,-114.217109,51.066676,525000.0,1.0,4.0,14
