longitude,latitude,price,bedrooms,daysOnMarket,buildingTypeId
-0.3699769878597375,1.0911906481369191,12.428820118415675,3.0,2.19722457733622,1.0
0.7793319060180595,-0.2671221669662528,13.61584058383568,3.0,2.302585092994046,1.0
1.433916198776117,-0.48272244196623604,12.127575825689414,3.0,2.6390573296152584,1.0
0.6188813657895021,-0.7130056368289962,13.199141068399515,3.0,3.1354942159291497,1.0
0.7704475148931176,-0.29898725437610085,13.199141068399515,4.0,2.0794415416798357,1.0
0.5846574049497106,-0.7888481657236265,13.74283340785016,3.0,2.4849066497880004,1.0
-1.7831351491773415,0.6660797971254697,11.507922973347435,1.0,3.4011973816621555,1.0
0.5251777132121599,-0.8833933177268176,13.81541155306345,5.0,3.2958368660043287,1.0
0.5822937033271732,-0.7982602319979458,12.971310228604025,1.0,3.0910424533583165,2.0
0.5822937033271732,-0.7982602319979458,12.971310228604025,4.0,3.0910424533583165,2.0
0.5189524864125721,-0.7269599885314662,13.217493541006709,4.0,1.0986122886681098,1.0
0.5760098618387506,-0.7759103107064207,12.425212191503036,2.0,2.6390573296152584,2.0
0.5689002871965119,-0.8202849170921983,12.914110901635025,2.0,2.302585092994046,2.0
0.5659426480917228,-0.8345366616227554,13.864206431974242,4.0,2.302585092994046,1.0
0.587550394474187,-0.7677784288143368,13.014780393893403,2.0,3.332204510175204,2.0
1.3204030946392429,0.4227830938805546,12.175618592671356,2.0,3.5553480614894135,1.0
0.5754873282904369,-0.7780144695304239,13.697853639354804,4.0,3.3672958299864737,1.0
0.521113611117477,-0.8742202709013337,12.952525968339536,2.0,1.791759469228055,2.0
-1.2469176347778783,2.216904719763616,13.217493541006709,4.0,2.8332133440562166,1.0
0.5716013199237663,-0.5969250126129052,12.98974813641328,3.0,2.302585092994046,1.0
0.5582815090664626,-0.958559423718348,13.171136398569677,3.0,3.1780538303479458,1.0
0.5780488336824561,-0.7946432195849708,13.814410953620953,4.0,2.19722457733622,1.0
0.5897050386506113,-1.0005606271213228,13.269059483669356,4.0,3.5263605246161616,1.0
0.5637980441706905,-0.8513045064031819,13.64103930673094,3.0,2.8903717578961645,1.0
0.5633691212388368,-0.8504186781610151,12.873648139727594,1.0,2.7080502011022096,2.0
0.5796569980329989,-0.761598391526016,13.493928313146204,2.0,1.791759469228055,2.0
-1.2890104766545127,1.456831176633673,12.971310228604025,2.0,2.5649493574615367,1.0
0.4861876431373865,-1.0707865195334552,13.049794835104814,5.0,3.0910424533583165,1.0
0.5823471260764577,-0.7960464704377943,13.122165357799739,1.0,1.9459101490553128,2.0
0.5758723425545905,-0.8078798718107242,12.994304980578143,2.0,3.258096538021482,2.0
0.3868652488773893,-1.228568053973478,12.644008170618005,2.0,1.9459101490553128,2.0
-0.8781535078712981,1.7977753693850014,13.11211302154816,1.0,3.1354942159291497,2.0
0.5706856754775429,-0.7692051877749152,12.300932724054114,4.0,3.0910424533583165,1.0
-1.2838783491038173,1.4950486432386831,13.170964952363365,4.0,3.0910424533583165,1.0
0.5713523967577109,-0.5642432779637093,13.710040036256006,4.0,3.1780538303479458,1.0
